# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.00313437      	U               	(-8.96897075e+01 1.67263282e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23521161e+02 3.10217223e-17 3.10217223e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313437      	T               	2.43846978e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60658024e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313469      	p               	6.12965901e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71816924e+04	(4.49900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313469      	U               	(-8.96897062e+01 1.67254605e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23519597e+02 3.10200843e-17 3.10200843e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313469      	T               	2.43840796e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60651065e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.003135        	p               	6.12910976e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71757234e+04	(4.50100000e-01 1.00000000e-01 1.00000000e-01)	1
0.003135        	U               	(-8.96897045e+01 1.67245924e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23518033e+02 3.10184448e-17 3.10184448e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.003135        	T               	2.43834614e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60644105e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313531      	p               	6.12856055e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71697548e+04	(4.50100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313531      	U               	(-8.96897025e+01 1.67237240e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23516469e+02 3.10168039e-17 3.10168039e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313531      	T               	2.43828432e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60637146e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313562      	p               	6.12801140e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71637865e+04	(4.50100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313562      	U               	(-8.96897001e+01 1.67228552e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23514904e+02 3.10151617e-17 3.10151617e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313562      	T               	2.43822250e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60630187e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313594      	p               	6.12746230e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71578186e+04	(4.50100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313594      	U               	(-8.96896974e+01 1.67219862e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23513339e+02 3.10135180e-17 3.10135180e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313594      	T               	2.43816069e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60623228e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313625      	p               	6.12691325e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71518515e+04	(4.50300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313625      	U               	(-8.96896944e+01 1.67211169e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23511774e+02 3.10118729e-17 3.10118729e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313625      	T               	2.43809887e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60616269e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313656      	p               	6.12636425e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71458848e+04	(4.50300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313656      	U               	(-8.96896911e+01 1.67202474e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23510208e+02 3.10102263e-17 3.10102263e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313656      	T               	2.43803706e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60609310e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313687      	p               	6.12581530e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71399184e+04	(4.50300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313687      	U               	(-8.96896874e+01 1.67193775e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23508643e+02 3.10085784e-17 3.10085784e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313687      	T               	2.43797524e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60602352e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313719      	p               	6.12526640e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71339523e+04	(4.50300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313719      	U               	(-8.96896834e+01 1.67185074e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23507077e+02 3.10069291e-17 3.10069291e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313719      	T               	2.43791343e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60595393e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0031375       	p               	6.12471755e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71279871e+04	(4.50500000e-01 1.00000000e-01 1.00000000e-01)	1
0.0031375       	U               	(-8.96896791e+01 1.67176370e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23505511e+02 3.10052784e-17 3.10052784e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0031375       	T               	2.43785163e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60588435e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313781      	p               	6.12416876e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71220223e+04	(4.50500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313781      	U               	(-8.96896744e+01 1.67167663e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23503945e+02 3.10036262e-17 3.10036262e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313781      	T               	2.43778982e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60581476e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313812      	p               	6.12362001e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71160578e+04	(4.50500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313812      	U               	(-8.96896694e+01 1.67158954e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23502378e+02 3.10019727e-17 3.10019727e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313812      	T               	2.43772801e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60574518e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313844      	p               	6.12307131e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71100937e+04	(4.50500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313844      	U               	(-8.96896641e+01 1.67150243e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23500811e+02 3.10003178e-17 3.10003178e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313844      	T               	2.43766621e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60567560e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313875      	p               	6.12252267e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.71041303e+04	(4.50700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313875      	U               	(-8.96896584e+01 1.67141529e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23499244e+02 3.09986615e-17 3.09986615e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313875      	T               	2.43760441e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60560601e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313906      	p               	6.12197407e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70981674e+04	(4.50700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313906      	U               	(-8.96896524e+01 1.67132813e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23497677e+02 3.09970039e-17 3.09970039e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313906      	T               	2.43754260e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60553643e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313938      	p               	6.12142553e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70922048e+04	(4.50700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313938      	U               	(-8.96896461e+01 1.67124094e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23496110e+02 3.09953448e-17 3.09953448e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313938      	T               	2.43748080e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60546685e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313969      	p               	6.12087704e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70862426e+04	(4.50700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313969      	U               	(-8.96896394e+01 1.67115374e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23494542e+02 3.09936844e-17 3.09936844e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00313969      	T               	2.43741901e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60539727e+02	(5.89300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314         	p               	6.12032859e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70802811e+04	(4.50900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314         	U               	(-8.96896324e+01 1.67106651e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23492974e+02 3.09920226e-17 3.09920226e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314         	T               	2.43735721e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60532769e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314031      	p               	6.11978020e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70743201e+04	(4.50900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314031      	U               	(-8.96896250e+01 1.67097926e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23491406e+02 3.09903594e-17 3.09903594e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314031      	T               	2.43729541e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60525814e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314063      	p               	6.11923186e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70683594e+04	(4.50900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314063      	U               	(-8.96896174e+01 1.67089199e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23489837e+02 3.09886949e-17 3.09886949e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314063      	T               	2.43723362e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60518860e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314094      	p               	6.11868357e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70623991e+04	(4.50900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314094      	U               	(-8.96896094e+01 1.67080470e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23488269e+02 3.09870290e-17 3.09870290e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314094      	T               	2.43717183e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60511905e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314125      	p               	6.11813533e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70564394e+04	(4.51100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314125      	U               	(-8.96896010e+01 1.67071738e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23486700e+02 3.09853618e-17 3.09853618e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314125      	T               	2.43711004e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60504951e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314156      	p               	6.11758714e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70504804e+04	(4.51100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314156      	U               	(-8.96895923e+01 1.67063005e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23485131e+02 3.09836932e-17 3.09836932e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314156      	T               	2.43704825e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60497997e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314187      	p               	6.11703900e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70445216e+04	(4.51100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314187      	U               	(-8.96895833e+01 1.67054270e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23483561e+02 3.09820233e-17 3.09820233e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314187      	T               	2.43698646e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60491043e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314219      	p               	6.11649091e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70385633e+04	(4.51100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314219      	U               	(-8.96895740e+01 1.67045532e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23481992e+02 3.09803520e-17 3.09803520e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314219      	T               	2.43692468e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60484089e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.0031425       	p               	6.11594287e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70326054e+04	(4.51300000e-01 1.00000000e-01 1.00000000e-01)	1
0.0031425       	U               	(-8.96895643e+01 1.67036793e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23480422e+02 3.09786794e-17 3.09786794e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0031425       	T               	2.43686289e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60477135e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314281      	p               	6.11539488e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70266482e+04	(4.51300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314281      	U               	(-8.96895543e+01 1.67028052e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23478852e+02 3.09770054e-17 3.09770054e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314281      	T               	2.43680111e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60470181e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314312      	p               	6.11484694e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70206914e+04	(4.51300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314312      	U               	(-8.96895439e+01 1.67019309e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23477281e+02 3.09753301e-17 3.09753301e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314312      	T               	2.43673933e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60463228e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314344      	p               	6.11429905e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70147350e+04	(4.51300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314344      	U               	(-8.96895332e+01 1.67010565e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23475711e+02 3.09736535e-17 3.09736535e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314344      	T               	2.43667755e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60456274e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314375      	p               	6.11375121e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70087789e+04	(4.51300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314375      	U               	(-8.96895222e+01 1.67001819e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23474140e+02 3.09719756e-17 3.09719756e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314375      	T               	2.43661577e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60449321e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314406      	p               	6.11320342e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.70028236e+04	(4.51500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314406      	U               	(-8.96895109e+01 1.66993072e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23472569e+02 3.09702964e-17 3.09702964e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314406      	T               	2.43655399e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60442367e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314437      	p               	6.11265569e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69968687e+04	(4.51500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314437      	U               	(-8.96894992e+01 1.66984323e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23470998e+02 3.09686158e-17 3.09686158e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314437      	T               	2.43649222e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60435414e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314469      	p               	6.11210800e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69909142e+04	(4.51500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314469      	U               	(-8.96894872e+01 1.66975573e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23469426e+02 3.09669339e-17 3.09669339e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314469      	T               	2.43643044e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60428460e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.003145        	p               	6.11156036e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69849601e+04	(4.51500000e-01 1.00000000e-01 1.00000000e-01)	1
0.003145        	U               	(-8.96894748e+01 1.66966821e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23467854e+02 3.09652508e-17 3.09652508e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.003145        	T               	2.43636867e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60421507e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314531      	p               	6.11101277e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69790066e+04	(4.51700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314531      	U               	(-8.96894621e+01 1.66958068e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23466282e+02 3.09635663e-17 3.09635663e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314531      	T               	2.43630690e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60414554e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314562      	p               	6.11046524e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69730537e+04	(4.51700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314562      	U               	(-8.96894491e+01 1.66949314e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23464710e+02 3.09618806e-17 3.09618806e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314562      	T               	2.43624513e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60407600e+02	(5.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314594      	p               	6.10991775e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69671011e+04	(4.51700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314594      	U               	(-8.96894357e+01 1.66940558e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23463138e+02 3.09601935e-17 3.09601935e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314594      	T               	2.43618336e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60400649e+02	(5.89700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314625      	p               	6.10937031e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69611489e+04	(4.51700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314625      	U               	(-8.96894220e+01 1.66931801e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23461565e+02 3.09585052e-17 3.09585052e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314625      	T               	2.43612160e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60393699e+02	(5.89700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314656      	p               	6.10882293e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69551971e+04	(4.51900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314656      	U               	(-8.96894080e+01 1.66923043e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23459992e+02 3.09568156e-17 3.09568156e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314656      	T               	2.43605983e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60386750e+02	(5.89700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314687      	p               	6.10827559e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69492461e+04	(4.51900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314687      	U               	(-8.96893936e+01 1.66914283e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23458419e+02 3.09551247e-17 3.09551247e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314687      	T               	2.43599807e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60379800e+02	(5.89700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314719      	p               	6.10772830e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69432955e+04	(4.51900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314719      	U               	(-8.96893789e+01 1.66905523e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23456845e+02 3.09534325e-17 3.09534325e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314719      	T               	2.43593631e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60372851e+02	(5.89700000e-01 1.00000000e-01 1.00000000e-01)	2
0.0031475       	p               	6.10718107e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69373452e+04	(4.51900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0031475       	U               	(-8.96893639e+01 1.66896761e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23455271e+02 3.09517391e-17 3.09517391e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0031475       	T               	2.43587455e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60365902e+02	(5.89700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314781      	p               	6.10663388e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69313953e+04	(4.51900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314781      	U               	(-8.96893485e+01 1.66887998e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23453697e+02 3.09500444e-17 3.09500444e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314781      	T               	2.43581279e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60358953e+02	(5.89700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314812      	p               	6.10608675e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	6.69254461e+04	(4.52100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314812      	U               	(-8.96893328e+01 1.66879235e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(1.23452123e+02 3.09483484e-17 3.09483484e-17)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00314812      	T               	2.43575103e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.60352004e+02	(5.89700000e-01 1.00000000e-01 1.00000000e-01)	2
