# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.00182         	U               	(-5.17890913e+01 4.58875925e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.95421160e+01 1.12898836e-16 1.12898836e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00182         	T               	2.60931203e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91759471e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018204       	p               	7.98945450e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.85824335e+04	(4.85300000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018204       	U               	(-5.18040725e+01 4.58880051e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.95628899e+01 1.13172236e-16 1.13172236e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018204       	T               	2.60926370e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91749709e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018208       	p               	7.98894739e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.85709461e+04	(4.85300000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018208       	U               	(-5.18190532e+01 4.58884174e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.95837107e+01 1.13439034e-16 1.13439034e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018208       	T               	2.60921538e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91739947e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018212       	p               	7.98844033e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.85594597e+04	(4.85300000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018212       	U               	(-5.18340334e+01 4.58888295e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.96045769e+01 1.13699032e-16 1.13699032e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018212       	T               	2.60916706e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91730186e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018216       	p               	7.98793332e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.85479745e+04	(4.85300000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018216       	U               	(-5.18490133e+01 4.58892413e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.96254874e+01 1.13952035e-16 1.13952035e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018216       	T               	2.60911874e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91720424e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.001822        	p               	7.98742636e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.85364905e+04	(4.85300000e-01 1.00000000e-01 1.00000000e-01)	1
0.001822        	U               	(-5.18639927e+01 4.58896529e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.96464408e+01 1.14197853e-16 1.14197853e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.001822        	T               	2.60907042e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91710662e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018224       	p               	7.98691944e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.85250076e+04	(4.85300000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018224       	U               	(-5.18789717e+01 4.58900642e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.96674357e+01 1.14436298e-16 1.14436298e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018224       	T               	2.60902211e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91700900e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018228       	p               	7.98641258e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.85135259e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018228       	U               	(-5.18939503e+01 4.58904753e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.96884707e+01 1.14667187e-16 1.14667187e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018228       	T               	2.60897380e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91691138e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018232       	p               	7.98590576e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.85020455e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018232       	U               	(-5.19089284e+01 4.58908862e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.97095444e+01 1.14890344e-16 1.14890344e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018232       	T               	2.60892549e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91681376e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018236       	p               	7.98539899e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.84905662e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018236       	U               	(-5.19239061e+01 4.58912969e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.97306553e+01 1.15105595e-16 1.15105595e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018236       	T               	2.60887718e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91671614e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.001824        	p               	7.98489228e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.84790880e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.001824        	U               	(-5.19388834e+01 4.58917074e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.97518018e+01 1.15312771e-16 1.15312771e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.001824        	T               	2.60882887e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91661852e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018244       	p               	7.98438561e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.84676110e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018244       	U               	(-5.19538603e+01 4.58921177e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.97729826e+01 1.15511709e-16 1.15511709e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018244       	T               	2.60878056e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91652089e+02	(5.47900000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018248       	p               	7.98387899e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.84561351e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018248       	U               	(-5.19688367e+01 4.58925278e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.97941959e+01 1.15702253e-16 1.15702253e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018248       	T               	2.60873226e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91642332e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018252       	p               	7.98337242e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.84446604e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018252       	U               	(-5.19838128e+01 4.58929377e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.98154403e+01 1.15884250e-16 1.15884250e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018252       	T               	2.60868396e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91632577e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018256       	p               	7.98286590e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.84331868e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018256       	U               	(-5.19987884e+01 4.58933474e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.98367141e+01 1.16057554e-16 1.16057554e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018256       	T               	2.60863566e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91622822e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.001826        	p               	7.98235943e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.84217143e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.001826        	U               	(-5.20137635e+01 4.58937569e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.98580157e+01 1.16222025e-16 1.16222025e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.001826        	T               	2.60858736e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91613066e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018264       	p               	7.98185300e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.84102430e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018264       	U               	(-5.20287383e+01 4.58941663e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.98793434e+01 1.16377530e-16 1.16377530e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018264       	T               	2.60853906e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91603309e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018268       	p               	7.98134663e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.83987729e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018268       	U               	(-5.20437126e+01 4.58945755e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.99006956e+01 1.16523940e-16 1.16523940e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018268       	T               	2.60849076e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91593552e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018272       	p               	7.98084031e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.83873038e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018272       	U               	(-5.20586865e+01 4.58949845e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.99220705e+01 1.16661135e-16 1.16661135e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018272       	T               	2.60844247e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91583793e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018276       	p               	7.98033403e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.83758359e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018276       	U               	(-5.20736600e+01 4.58953934e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.99434664e+01 1.16789002e-16 1.16789002e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018276       	T               	2.60839418e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91574035e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.001828        	p               	7.97982781e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.83643692e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.001828        	U               	(-5.20886330e+01 4.58958021e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.99648816e+01 1.16907432e-16 1.16907432e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.001828        	T               	2.60834589e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91564275e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018284       	p               	7.97932163e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.83529036e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018284       	U               	(-5.21036056e+01 4.58962107e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(7.99863144e+01 1.17016326e-16 1.17016326e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018284       	T               	2.60829760e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91554516e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018288       	p               	7.97881550e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.83414391e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018288       	U               	(-5.21185778e+01 4.58966191e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.00077629e+01 1.17115591e-16 1.17115591e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018288       	T               	2.60824932e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91544756e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018292       	p               	7.97830942e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.83299757e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018292       	U               	(-5.21335496e+01 4.58970274e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.00292254e+01 1.17205139e-16 1.17205139e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018292       	T               	2.60820103e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91534996e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018296       	p               	7.97780339e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.83185135e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018296       	U               	(-5.21485209e+01 4.58974355e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.00507000e+01 1.17284890e-16 1.17284890e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018296       	T               	2.60815275e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91525236e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00183         	p               	7.97729741e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.83070524e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00183         	U               	(-5.21634918e+01 4.58978435e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.00721850e+01 1.17354768e-16 1.17354768e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.00183         	T               	2.60810447e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91515475e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018304       	p               	7.97679148e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.82955925e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018304       	U               	(-5.21784623e+01 4.58982514e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.00936785e+01 1.17414706e-16 1.17414706e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018304       	T               	2.60805619e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91505715e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018308       	p               	7.97628560e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.82841337e+04	(4.85100000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018308       	U               	(-5.21934324e+01 4.58986591e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.01151787e+01 1.17464659e-16 1.17464659e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018308       	T               	2.60800791e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91495955e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018312       	p               	7.97577977e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.82726761e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018312       	U               	(-5.22084020e+01 4.58990667e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.01366838e+01 1.17504601e-16 1.17504601e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018312       	T               	2.60795963e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91486194e+02	(5.48100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018316       	p               	7.97527398e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.82612196e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018316       	U               	(-5.22233712e+01 4.58994742e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.01581918e+01 1.17534567e-16 1.17534567e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018316       	T               	2.60791136e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91476441e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.001832        	p               	7.97476825e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.82497643e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.001832        	U               	(-5.22383400e+01 4.58998816e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.01797011e+01 1.17554395e-16 1.17554395e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.001832        	T               	2.60786309e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91466688e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018324       	p               	7.97426256e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.82383102e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018324       	U               	(-5.22533084e+01 4.59002888e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.02012095e+01 1.17563609e-16 1.17563609e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018324       	T               	2.60781482e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91456935e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018328       	p               	7.97375692e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.82268571e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018328       	U               	(-5.22682763e+01 4.59006959e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.02227152e+01 1.17561807e-16 1.17561807e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018328       	T               	2.60776655e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91447182e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018332       	p               	7.97325133e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.82154052e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018332       	U               	(-5.22832438e+01 4.59011029e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.02442162e+01 1.17547668e-16 1.17547668e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018332       	T               	2.60771828e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91437428e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018336       	p               	7.97274580e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.82039544e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018336       	U               	(-5.22982109e+01 4.59015098e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.02657107e+01 1.17521108e-16 1.17521108e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018336       	T               	2.60767002e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91427674e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.001834        	p               	7.97224031e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.81925047e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.001834        	U               	(-5.23131776e+01 4.59019166e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.02871964e+01 1.17482798e-16 1.17482798e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.001834        	T               	2.60762176e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91417919e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018344       	p               	7.97173487e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.81810562e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018344       	U               	(-5.23281438e+01 4.59023233e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.03086710e+01 1.17432395e-16 1.17432395e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018344       	T               	2.60757349e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91408164e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018348       	p               	7.97122947e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.81696088e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018348       	U               	(-5.23431096e+01 4.59027299e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.03301326e+01 1.17371535e-16 1.17371535e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018348       	T               	2.60752523e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91398407e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018352       	p               	7.97072413e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.81581625e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018352       	U               	(-5.23580750e+01 4.59031364e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.03515794e+01 1.17300661e-16 1.17300661e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018352       	T               	2.60747698e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91388650e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018356       	p               	7.97021884e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.81467173e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018356       	U               	(-5.23730400e+01 4.59035429e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.03730096e+01 1.17219959e-16 1.17219959e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018356       	T               	2.60742872e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91378893e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.001836        	p               	7.96971359e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.81352732e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.001836        	U               	(-5.23880045e+01 4.59039493e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.03944213e+01 1.17129421e-16 1.17129421e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.001836        	T               	2.60738047e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91369135e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018364       	p               	7.96920840e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.81238303e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018364       	U               	(-5.24029686e+01 4.59043556e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.04158128e+01 1.17029111e-16 1.17029111e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018364       	T               	2.60733221e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91359376e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018368       	p               	7.96870325e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.81123885e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018368       	U               	(-5.24179323e+01 4.59047619e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.04371823e+01 1.16919115e-16 1.16919115e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018368       	T               	2.60728396e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91349618e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018372       	p               	7.96819815e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.81009478e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018372       	U               	(-5.24328955e+01 4.59051681e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.04585281e+01 1.16799533e-16 1.16799533e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018372       	T               	2.60723571e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91339859e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0018376       	p               	7.96769310e+04	(1.00000000e+00 1.00000000e-01 1.00000000e-01)	3	9.80895082e+04	(4.84900000e-01 1.00000000e-01 1.00000000e-01)	1
0.0018376       	U               	(-5.24478584e+01 4.59055742e-17 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	(8.04798485e+01 1.16670472e-16 1.16670472e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)	3
0.0018376       	T               	2.60718747e+02	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	2.91330100e+02	(5.48300000e-01 1.00000000e-01 1.00000000e-01)	2
