# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
0.00103393      	p               	1.00000000e+05	(9.94900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(5.30000000e-03 1.00000000e-01 1.00000000e-01)
0.00103393      	U               	(8.41908021e-15 -9.11964595e-28 -9.11964595e-28)	(9.89500000e-01 1.00000000e-01 1.00000000e-01)	(2.00274910e+01 9.43157379e-16 9.43157379e-16)	(8.56900000e-01 1.00000000e-01 1.00000000e-01)
0.00103393      	T               	2.85406721e+02	(2.44500000e-01 1.00000000e-01 1.00000000e-01)	3.00764527e+02	(5.27500000e-01 1.00000000e-01 1.00000000e-01)
0.00103571      	p               	1.00000000e+05	(9.96500000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(5.10000000e-03 1.00000000e-01 1.00000000e-01)
0.00103571      	U               	(-3.40262034e-13 -4.55982298e-28 -9.11964595e-28)	(9.97700000e-01 1.00000000e-01 1.00000000e-01)	(2.02495035e+01 8.69159275e-16 8.69159275e-16)	(8.56900000e-01 1.00000000e-01 1.00000000e-01)
0.00103571      	T               	2.85406716e+02	(2.44500000e-01 1.00000000e-01 1.00000000e-01)	3.00764458e+02	(5.27700000e-01 1.00000000e-01 1.00000000e-01)
0.0010375       	p               	1.00000000e+05	(9.96500000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(3.50000000e-03 1.00000000e-01 1.00000000e-01)
0.0010375       	U               	(-1.27244996e-14 -4.55982298e-28 -4.55982298e-28)	(9.94100000e-01 1.00000000e-01 1.00000000e-01)	(2.04537376e+01 7.98997726e-16 7.98997726e-16)	(8.56900000e-01 1.00000000e-01 1.00000000e-01)
0.0010375       	T               	2.85406709e+02	(2.44900000e-01 1.00000000e-01 1.00000000e-01)	3.00764443e+02	(5.27700000e-01 1.00000000e-01 1.00000000e-01)
0.00103929      	p               	1.00000000e+05	(9.91500000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(5.50000000e-03 1.00000000e-01 1.00000000e-01)
0.00103929      	U               	(-2.63008636e-13 -2.53323499e-28 -2.53323499e-28)	(4.70000000e-03 1.00000000e-01 1.00000000e-01)	(2.06411641e+01 7.32765471e-16 7.32765471e-16)	(8.56900000e-01 1.00000000e-01 1.00000000e-01)
0.00103929      	T               	2.85406704e+02	(2.42300000e-01 1.00000000e-01 1.00000000e-01)	3.00764410e+02	(5.27700000e-01 1.00000000e-01 1.00000000e-01)
0.00104107      	p               	1.00000000e+05	(9.96300000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(4.10000000e-03 1.00000000e-01 1.00000000e-01)
0.00104107      	U               	(-2.78842725e-13 -3.16654373e-28 -2.78995616e-42)	(2.70000000e-03 1.00000000e-01 1.00000000e-01)	(1.90720786e+01 1.23133539e-15 1.23133539e-15)	(8.61700000e-01 1.00000000e-01 1.00000000e-01)
0.00104107      	T               	2.85406700e+02	(2.43500000e-01 1.00000000e-01 1.00000000e-01)	3.00764357e+02	(5.27700000e-01 1.00000000e-01 1.00000000e-01)
0.00104286      	p               	1.00000000e+05	(9.98900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(3.90000000e-03 1.00000000e-01 1.00000000e-01)
0.00104286      	U               	(-3.25297112e-13 -2.27991149e-28 -4.55982298e-28)	(9.98100000e-01 1.00000000e-01 1.00000000e-01)	(1.93639595e+01 1.14611401e-15 1.14611401e-15)	(8.61700000e-01 1.00000000e-01 1.00000000e-01)
0.00104286      	T               	2.85406694e+02	(2.43500000e-01 1.00000000e-01 1.00000000e-01)	3.00764279e+02	(5.27700000e-01 1.00000000e-01 1.00000000e-01)
0.00104464      	p               	1.00000000e+05	(9.99500000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.10000000e-03 1.00000000e-01 1.00000000e-01)
0.00104464      	U               	(-1.06250530e-13 -3.03988198e-28 -6.07976397e-28)	(9.98100000e-01 1.00000000e-01 1.00000000e-01)	(1.96351126e+01 1.06376332e-15 1.06376332e-15)	(8.61700000e-01 1.00000000e-01 1.00000000e-01)
0.00104464      	T               	2.85406690e+02	(2.43700000e-01 1.00000000e-01 1.00000000e-01)	3.00764237e+02	(5.27900000e-01 1.00000000e-01 1.00000000e-01)
0.00104643      	p               	1.00000000e+05	(9.99300000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.10000000e-03 1.00000000e-01 1.00000000e-01)
0.00104643      	U               	(-5.96574607e-14 -3.03988198e-28 -3.03988198e-28)	(9.99300000e-01 1.00000000e-01 1.00000000e-01)	(1.98863103e+01 9.84647177e-16 9.84647177e-16)	(8.61700000e-01 1.00000000e-01 1.00000000e-01)
0.00104643      	T               	2.85406689e+02	(2.43900000e-01 1.00000000e-01 1.00000000e-01)	3.00764217e+02	(5.27900000e-01 1.00000000e-01 1.00000000e-01)
0.00104821      	p               	1.00000000e+05	(9.99100000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(5.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00104821      	U               	(-1.46928948e-13 6.33308747e-29 -1.34997879e-43)	(1.30000000e-03 1.00000000e-01 1.00000000e-01)	(2.01184025e+01 9.09043191e-16 9.09043191e-16)	(8.61700000e-01 1.00000000e-01 1.00000000e-01)
0.00104821      	T               	2.85406687e+02	(2.43900000e-01 1.00000000e-01 1.00000000e-01)	3.00764178e+02	(5.27900000e-01 1.00000000e-01 1.00000000e-01)
0.00105         	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00105         	U               	(2.17658332e-13 -2.53323499e-28 -2.53323499e-28)	(2.30000000e-03 1.00000000e-01 1.00000000e-01)	(2.03322954e+01 8.37150356e-16 8.37150356e-16)	(8.61700000e-01 1.00000000e-01 1.00000000e-01)
0.00105         	T               	2.85406685e+02	(2.38900000e-01 1.00000000e-01 1.00000000e-01)	3.00764117e+02	(5.27900000e-01 1.00000000e-01 1.00000000e-01)
0.00105179      	p               	1.00000000e+05	(9.99100000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00105179      	U               	(5.86995773e-14 -3.03988198e-28 -6.07976397e-28)	(9.92700000e-01 1.00000000e-01 1.00000000e-01)	(2.05289339e+01 7.69097300e-16 7.69097300e-16)	(8.61700000e-01 1.00000000e-01 1.00000000e-01)
0.00105179      	T               	2.85406680e+02	(2.38900000e-01 1.00000000e-01 1.00000000e-01)	3.00764029e+02	(5.27900000e-01 1.00000000e-01 1.00000000e-01)
0.00105357      	p               	1.00000000e+05	(9.98100000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(9.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00105357      	U               	(-4.89581524e-15 -3.03988198e-28 -3.03988198e-28)	(9.99300000e-01 1.00000000e-01 1.00000000e-01)	(2.07092853e+01 7.04950736e-16 7.04950736e-16)	(8.61700000e-01 1.00000000e-01 1.00000000e-01)
0.00105357      	T               	2.85406677e+02	(2.40500000e-01 1.00000000e-01 1.00000000e-01)	3.00764015e+02	(5.28100000e-01 1.00000000e-01 1.00000000e-01)
0.00105536      	p               	1.00000000e+05	(9.98100000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00105536      	U               	(-7.71771945e-15 -4.55982298e-28 -2.27991149e-28)	(9.98900000e-01 1.00000000e-01 1.00000000e-01)	(1.75700560e+01 1.60654498e-15 1.60654498e-15)	(8.69500000e-01 1.00000000e-01 1.00000000e-01)
0.00105536      	T               	2.85406672e+02	(2.40500000e-01 1.00000000e-01 1.00000000e-01)	3.00763989e+02	(5.28100000e-01 1.00000000e-01 1.00000000e-01)
0.00105714      	p               	1.00000000e+05	(9.97100000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00105714      	U               	(1.51560437e-13 -4.55982298e-28 -4.55982298e-28)	(9.94100000e-01 1.00000000e-01 1.00000000e-01)	(1.93911212e+01 3.77654103e-16 7.55308206e-16)	(8.66700000e-01 1.00000000e-01 1.00000000e-01)
0.00105714      	T               	2.85406669e+02	(2.40500000e-01 1.00000000e-01 1.00000000e-01)	3.00763943e+02	(5.28100000e-01 1.00000000e-01 1.00000000e-01)
0.00105893      	p               	1.00000000e+05	(9.96500000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.10000000e-03 1.00000000e-01 1.00000000e-01)
0.00105893      	U               	(-1.16921612e-14 -3.03988198e-28 -6.07976397e-28)	(9.97700000e-01 1.00000000e-01 1.00000000e-01)	(1.83165483e+01 1.42663652e-15 1.42663652e-15)	(8.69500000e-01 1.00000000e-01 1.00000000e-01)
0.00105893      	T               	2.85406663e+02	(2.35700000e-01 1.00000000e-01 1.00000000e-01)	3.00763874e+02	(5.28100000e-01 1.00000000e-01 1.00000000e-01)
0.00106071      	p               	1.00000000e+05	(9.94700000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(2.90000000e-03 1.00000000e-01 1.00000000e-01)
0.00106071      	U               	(-3.40478832e-13 0.00000000e+00 -7.59970496e-29)	(9.98500000e-01 1.00000000e-01 1.00000000e-01)	(1.86564390e+01 1.33776711e-15 1.33776711e-15)	(8.69500000e-01 1.00000000e-01 1.00000000e-01)
0.00106071      	T               	2.85406656e+02	(2.35700000e-01 1.00000000e-01 1.00000000e-01)	3.00763810e+02	(5.28300000e-01 1.00000000e-01 1.00000000e-01)
0.0010625       	p               	1.00000000e+05	(9.95100000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(4.90000000e-03 1.00000000e-01 1.00000000e-01)
0.0010625       	U               	(2.15595681e-14 -1.51994099e-28 -1.51994099e-28)	(9.97500000e-01 1.00000000e-01 1.00000000e-01)	(1.89744998e+01 1.25054688e-15 1.25054688e-15)	(8.69500000e-01 1.00000000e-01 1.00000000e-01)
0.0010625       	T               	2.85406651e+02	(2.36300000e-01 1.00000000e-01 1.00000000e-01)	3.00763795e+02	(5.28300000e-01 1.00000000e-01 1.00000000e-01)
0.00106429      	p               	1.00000000e+05	(9.94900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(6.70000000e-03 1.00000000e-01 1.00000000e-01)
0.00106429      	U               	(4.98658303e-14 -3.03988198e-28 -3.03988198e-28)	(9.99300000e-01 1.00000000e-01 1.00000000e-01)	(1.92712316e+01 1.16554715e-15 1.16554715e-15)	(8.69500000e-01 1.00000000e-01 1.00000000e-01)
0.00106429      	T               	2.85406647e+02	(2.36900000e-01 1.00000000e-01 1.00000000e-01)	3.00763762e+02	(5.28300000e-01 1.00000000e-01 1.00000000e-01)
0.00106607      	p               	1.00000000e+05	(9.94100000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(6.10000000e-03 1.00000000e-01 1.00000000e-01)
0.00106607      	U               	(-1.42725368e-13 -3.79985248e-28 -3.79985248e-28)	(9.97500000e-01 1.00000000e-01 1.00000000e-01)	(1.95472621e+01 1.08324272e-15 1.08324272e-15)	(8.69500000e-01 1.00000000e-01 1.00000000e-01)
0.00106607      	T               	2.85406643e+02	(2.36700000e-01 1.00000000e-01 1.00000000e-01)	3.00763709e+02	(5.28300000e-01 1.00000000e-01 1.00000000e-01)
0.00106786      	p               	1.00000000e+05	(9.98900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(5.90000000e-03 1.00000000e-01 1.00000000e-01)
0.00106786      	U               	(-6.64538067e-14 -1.51994099e-28 -3.03988198e-28)	(9.97700000e-01 1.00000000e-01 1.00000000e-01)	(1.98033229e+01 1.00401632e-15 1.00401632e-15)	(8.69500000e-01 1.00000000e-01 1.00000000e-01)
0.00106786      	T               	2.85406639e+02	(2.37700000e-01 1.00000000e-01 1.00000000e-01)	3.00763631e+02	(5.28300000e-01 1.00000000e-01 1.00000000e-01)
0.00106964      	p               	1.00000000e+05	(9.93700000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(6.70000000e-03 1.00000000e-01 1.00000000e-01)
0.00106964      	U               	(2.28457767e-13 -2.27991149e-28 -4.55982298e-28)	(9.96500000e-01 1.00000000e-01 1.00000000e-01)	(2.00402275e+01 9.28164637e-16 9.28164637e-16)	(8.69500000e-01 1.00000000e-01 1.00000000e-01)
0.00106964      	T               	2.85406636e+02	(2.38500000e-01 1.00000000e-01 1.00000000e-01)	3.00763595e+02	(5.28500000e-01 1.00000000e-01 1.00000000e-01)
0.00107143      	p               	1.00000000e+05	(9.97900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(8.50000000e-03 1.00000000e-01 1.00000000e-01)
0.00107143      	U               	(1.93338409e-13 -3.16654373e-28 -3.16654373e-28)	(4.70000000e-03 1.00000000e-01 1.00000000e-01)	(2.02588509e+01 8.55905428e-16 8.55905428e-16)	(8.69500000e-01 1.00000000e-01 1.00000000e-01)
0.00107143      	T               	2.85406634e+02	(2.38500000e-01 1.00000000e-01 1.00000000e-01)	3.00763574e+02	(5.28500000e-01 1.00000000e-01 1.00000000e-01)
0.00107321      	p               	1.00000000e+05	(9.98500000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(8.10000000e-03 1.00000000e-01 1.00000000e-01)
0.00107321      	U               	(1.77504321e-13 -5.06646997e-28 -4.46392986e-42)	(2.70000000e-03 1.00000000e-01 1.00000000e-01)	(2.04601110e+01 7.87385428e-16 7.87385428e-16)	(8.69500000e-01 1.00000000e-01 1.00000000e-01)
0.00107321      	T               	2.85406632e+02	(2.39100000e-01 1.00000000e-01 1.00000000e-01)	3.00763535e+02	(5.28500000e-01 1.00000000e-01 1.00000000e-01)
0.001075        	p               	1.00000000e+05	(9.99100000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(8.70000000e-03 1.00000000e-01 1.00000000e-01)
0.001075        	U               	(4.06002069e-14 -1.89992624e-28 -1.67397370e-42)	(2.70000000e-03 1.00000000e-01 1.00000000e-01)	(2.06449527e+01 7.22688488e-16 7.22688488e-16)	(8.69500000e-01 1.00000000e-01 1.00000000e-01)
0.001075        	T               	2.85406628e+02	(2.33500000e-01 1.00000000e-01 1.00000000e-01)	3.00763474e+02	(5.28500000e-01 1.00000000e-01 1.00000000e-01)
0.00107679      	p               	1.00000000e+05	(9.99700000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(7.70000000e-03 1.00000000e-01 1.00000000e-01)
0.00107679      	U               	(-1.41938611e-13 -2.53323499e-28 -2.23196493e-42)	(2.70000000e-03 1.00000000e-01 1.00000000e-01)	(1.97091731e+01 6.86928569e-16 6.86928569e-16)	(8.72900000e-01 1.00000000e-01 1.00000000e-01)
0.00107679      	T               	2.85406623e+02	(2.33500000e-01 1.00000000e-01 1.00000000e-01)	3.00763387e+02	(5.28500000e-01 1.00000000e-01 1.00000000e-01)
0.00107857      	p               	1.00000000e+05	(9.98300000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(4.90000000e-03 1.00000000e-01 1.00000000e-01)
0.00107857      	U               	(1.52965674e-13 0.00000000e+00 -2.53323499e-28)	(2.90000000e-03 1.00000000e-01 1.00000000e-01)	(1.97220964e+01 6.83896673e-16 6.83896673e-16)	(8.73500000e-01 1.00000000e-01 1.00000000e-01)
0.00107857      	T               	2.85406619e+02	(2.33500000e-01 1.00000000e-01 1.00000000e-01)	3.00763376e+02	(5.28700000e-01 1.00000000e-01 1.00000000e-01)
0.00108036      	p               	1.00000000e+05	(9.97500000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.70000000e-03 1.00000000e-01 1.00000000e-01)
0.00108036      	U               	(4.06002069e-14 -2.88658589e-43 -2.54329287e-57)	(2.70000000e-03 1.00000000e-01 1.00000000e-01)	(1.94884952e+01 3.65360089e-16 7.30720177e-16)	(8.74700000e-01 1.00000000e-01 1.00000000e-01)
0.00108036      	T               	2.85406616e+02	(2.31700000e-01 1.00000000e-01 1.00000000e-01)	3.00763350e+02	(5.28700000e-01 1.00000000e-01 1.00000000e-01)
0.00108214      	p               	1.00000000e+05	(9.97900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(2.50000000e-03 1.00000000e-01 1.00000000e-01)
0.00108214      	U               	(9.74534860e-14 2.15996606e-43 -1.89992624e-28)	(1.10000000e-03 1.00000000e-01 1.00000000e-01)	(1.97477633e+01 3.38932854e-16 6.77865707e-16)	(8.74700000e-01 1.00000000e-01 1.00000000e-01)
0.00108214      	T               	2.85406612e+02	(2.31500000e-01 1.00000000e-01 1.00000000e-01)	3.00763304e+02	(5.28700000e-01 1.00000000e-01 1.00000000e-01)
0.00108393      	p               	1.00000000e+05	(9.97300000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00108393      	U               	(1.56567217e-13 -4.55982298e-28 -2.27991149e-28)	(9.98900000e-01 1.00000000e-01 1.00000000e-01)	(1.95161932e+01 3.62208870e-16 7.24417741e-16)	(8.75900000e-01 1.00000000e-01 1.00000000e-01)
0.00108393      	T               	2.85406608e+02	(2.31500000e-01 1.00000000e-01 1.00000000e-01)	3.00763236e+02	(5.28700000e-01 1.00000000e-01 1.00000000e-01)
0.00108571      	p               	1.00000000e+05	(9.99100000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00108571      	U               	(2.34470579e-13 -8.44411662e-29 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(1.97731922e+01 3.35939229e-16 6.71878458e-16)	(8.75900000e-01 1.00000000e-01 1.00000000e-01)
0.00108571      	T               	2.85406601e+02	(2.29700000e-01 1.00000000e-01 1.00000000e-01)	3.00763177e+02	(5.28900000e-01 1.00000000e-01 1.00000000e-01)
0.0010875       	p               	1.00000000e+05	(9.99700000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(9.00000000e-04 1.00000000e-01 1.00000000e-01)
0.0010875       	U               	(1.04627476e-13 -7.59970496e-28 -7.59970496e-28)	(9.99300000e-01 1.00000000e-01 1.00000000e-01)	(1.97069986e+01 6.85117088e-16 6.85117088e-16)	(8.76700000e-01 1.00000000e-01 1.00000000e-01)
0.0010875       	T               	2.85406596e+02	(2.30100000e-01 1.00000000e-01 1.00000000e-01)	3.00763162e+02	(5.28900000e-01 1.00000000e-01 1.00000000e-01)
0.00108929      	p               	1.00000000e+05	(9.98700000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(9.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00108929      	U               	(1.01805572e-13 -9.11964595e-28 -4.55982298e-28)	(9.98900000e-01 1.00000000e-01 1.00000000e-01)	(1.96395494e+01 1.04770929e-15 1.04770929e-15)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)
0.00108929      	T               	2.85406590e+02	(2.30100000e-01 1.00000000e-01 1.00000000e-01)	3.00763129e+02	(5.28900000e-01 1.00000000e-01 1.00000000e-01)
0.00109107      	p               	1.00000000e+05	(9.99500000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00109107      	U               	(1.59389121e-13 -6.07976397e-28 -6.07976397e-28)	(9.99300000e-01 1.00000000e-01 1.00000000e-01)	(1.98871541e+01 9.70613244e-16 9.70613244e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)
0.00109107      	T               	2.85406586e+02	(2.31700000e-01 1.00000000e-01 1.00000000e-01)	3.00763077e+02	(5.28900000e-01 1.00000000e-01 1.00000000e-01)
0.00109286      	p               	1.00000000e+05	(9.99700000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(5.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00109286      	U               	(2.04047442e-13 0.00000000e+00 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(2.01161368e+01 8.96922043e-16 8.96922043e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)
0.00109286      	T               	2.85406582e+02	(2.31900000e-01 1.00000000e-01 1.00000000e-01)	3.00763000e+02	(5.28900000e-01 1.00000000e-01 1.00000000e-01)
0.00109464      	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.30000000e-03 1.00000000e-01 1.00000000e-01)
0.00109464      	U               	(2.95316852e-13 -2.53323499e-28 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(2.03273745e+01 8.26821867e-16 8.26821867e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)
0.00109464      	T               	2.85406580e+02	(2.31900000e-01 1.00000000e-01 1.00000000e-01)	3.00762967e+02	(5.29100000e-01 1.00000000e-01 1.00000000e-01)
0.00109643      	p               	1.00000000e+05	(9.99100000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00109643      	U               	(2.95316852e-13 0.00000000e+00 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(2.05217808e+01 7.60432676e-16 7.60432676e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)
0.00109643      	T               	2.85406579e+02	(2.31900000e-01 1.00000000e-01 1.00000000e-01)	3.00762947e+02	(5.29100000e-01 1.00000000e-01 1.00000000e-01)
0.00109821      	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00109821      	U               	(2.95316852e-13 0.00000000e+00 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(2.07002895e+01 6.97816161e-16 6.97816161e-16)	(8.77500000e-01 1.00000000e-01 1.00000000e-01)
0.00109821      	T               	2.85406578e+02	(2.26300000e-01 1.00000000e-01 1.00000000e-01)	3.00762908e+02	(5.29100000e-01 1.00000000e-01 1.00000000e-01)
0.0011          	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.0011          	U               	(3.25739988e-13 -8.44411662e-29 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(1.95556854e+01 7.13066563e-16 7.13066563e-16)	(8.81500000e-01 1.00000000e-01 1.00000000e-01)
0.0011          	T               	2.85406573e+02	(2.26700000e-01 1.00000000e-01 1.00000000e-01)	3.00762848e+02	(5.29100000e-01 1.00000000e-01 1.00000000e-01)
0.00110179      	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00110179      	U               	(3.86586261e-13 -1.68882332e-28 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(1.95692398e+01 7.09979925e-16 7.09979925e-16)	(8.82100000e-01 1.00000000e-01 1.00000000e-01)
0.00110179      	T               	2.85406568e+02	(2.26700000e-01 1.00000000e-01 1.00000000e-01)	3.00762766e+02	(5.29300000e-01 1.00000000e-01 1.00000000e-01)
0.00110357      	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00110357      	U               	(4.17009397e-13 -8.44411662e-29 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(1.78915051e+01 1.00757476e-15 1.00757476e-15)	(8.86100000e-01 1.00000000e-01 1.00000000e-01)
0.00110357      	T               	2.85406564e+02	(2.26500000e-01 1.00000000e-01 1.00000000e-01)	3.00762755e+02	(5.29300000e-01 1.00000000e-01 1.00000000e-01)
0.00110536      	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00110536      	U               	(5.08278806e-13 -2.53323499e-28 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(1.82527026e+01 9.49033864e-16 9.49033864e-16)	(8.86100000e-01 1.00000000e-01 1.00000000e-01)
0.00110536      	T               	2.85406558e+02	(2.23900000e-01 1.00000000e-01 1.00000000e-01)	3.00762729e+02	(5.29300000e-01 1.00000000e-01 1.00000000e-01)
0.00110714      	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00110714      	U               	(5.08278806e-13 0.00000000e+00 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(1.85922072e+01 8.91056235e-16 8.91056235e-16)	(8.86100000e-01 1.00000000e-01 1.00000000e-01)
0.00110714      	T               	2.85406553e+02	(2.24900000e-01 1.00000000e-01 1.00000000e-01)	3.00762684e+02	(5.29300000e-01 1.00000000e-01 1.00000000e-01)
0.00110893      	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00110893      	U               	(5.99548215e-13 -2.53323499e-28 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(1.89103317e+01 8.34078106e-16 8.34078106e-16)	(8.86100000e-01 1.00000000e-01 1.00000000e-01)
0.00110893      	T               	2.85406547e+02	(2.25300000e-01 1.00000000e-01 1.00000000e-01)	3.00762616e+02	(5.29300000e-01 1.00000000e-01 1.00000000e-01)
0.00111071      	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00111071      	U               	(6.90817625e-13 -2.53323499e-28 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(1.92075374e+01 7.78473307e-16 7.78473307e-16)	(8.86100000e-01 1.00000000e-01 1.00000000e-01)
0.00111071      	T               	2.85406542e+02	(2.25300000e-01 1.00000000e-01 1.00000000e-01)	3.00762562e+02	(5.29500000e-01 1.00000000e-01 1.00000000e-01)
0.0011125       	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.0011125       	U               	(9.03779579e-13 -5.91088164e-28 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(1.94844106e+01 7.24554401e-16 7.24554401e-16)	(8.86100000e-01 1.00000000e-01 1.00000000e-01)
0.0011125       	T               	2.85406540e+02	(2.25300000e-01 1.00000000e-01 1.00000000e-01)	3.00762546e+02	(5.29500000e-01 1.00000000e-01 1.00000000e-01)
0.00111429      	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
0.00111429      	U               	(1.14716467e-12 -6.75529330e-28 0.00000000e+00)	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	(1.94982496e+01 7.21447758e-16 7.21447758e-16)	(8.86700000e-01 1.00000000e-01 1.00000000e-01)
0.00111429      	T               	2.85406537e+02	(2.25900000e-01 1.00000000e-01 1.00000000e-01)	3.00762514e+02	(5.29500000e-01 1.00000000e-01 1.00000000e-01)
0.00111607      	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	1.20000000e+05	(1.00000000e-04 1.00000000e-01 1.00000000e-01)
