# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.000258571     	U               	(-7.89604451e-13 -5.06646997e-28 -5.06646997e-28)	(6.71000000e-02 1.00000000e-01 1.00000000e-01)	0	(9.64161874e+00 2.25881337e-15 2.25881337e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000258571     	T               	2.85411807e+02	(4.40700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00764643e+02	(5.08300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00026         	p               	1.00000000e+05	(9.53100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.71000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00026         	U               	(-5.80580044e-13 -1.67193509e-27 -1.67193509e-27)	(3.33500000e-01 1.00000000e-01 1.00000000e-01)	1	(1.01724202e+01 2.27870257e-15 2.27870257e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00026         	T               	2.85411771e+02	(4.41900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00764602e+02	(5.08500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000261429     	p               	1.00000000e+05	(6.51100000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.65000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000261429     	U               	(-9.55002855e-13 -6.07976397e-28 -6.07976397e-28)	(2.12500000e-01 1.00000000e-01 1.00000000e-01)	0	(1.07053033e+01 2.29153901e-15 2.29153901e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000261429     	T               	2.85411740e+02	(4.41900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00764560e+02	(5.08500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000262857     	p               	1.00000000e+05	(9.83900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.10000000e-03 1.00000000e-01 1.00000000e-01)	0
0.000262857     	U               	(-1.63583847e-12 -4.55982298e-28 -4.55982298e-28)	(8.59000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.12386054e+01 2.29727911e-15 2.29727911e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000262857     	T               	2.85411708e+02	(4.41700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00764493e+02	(5.08500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000264286     	p               	1.00000000e+05	(9.84900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.19000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000264286     	U               	(-9.40729402e-13 -1.27675043e-27 -1.27675043e-27)	(9.74700000e-01 1.00000000e-01 1.00000000e-01)	3	(1.17706752e+01 2.29592406e-15 2.29592406e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000264286     	T               	2.85411674e+02	(4.41500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00764401e+02	(5.08500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000265714     	p               	1.00000000e+05	(9.38900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.19000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000265714     	U               	(-6.11947559e-13 -2.12791739e-27 -2.12791739e-27)	(2.62500000e-01 1.00000000e-01 1.00000000e-01)	1	(1.22998829e+01 2.28741171e-15 2.28741171e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000265714     	T               	2.85411639e+02	(4.40500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00764274e+02	(5.08500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000267143     	p               	1.00000000e+05	(9.84700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.09000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000267143     	U               	(-6.87819192e-13 -1.82392919e-27 -1.82392919e-27)	(8.40900000e-01 1.00000000e-01 1.00000000e-01)	3	(1.28246233e+01 2.27173443e-15 2.27173443e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000267143     	T               	2.85411610e+02	(4.39300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00764223e+02	(5.08700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000268571     	p               	1.00000000e+05	(9.40700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.97000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000268571     	U               	(-6.22763436e-13 -9.11964595e-28 -9.11964595e-28)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1	(1.33433370e+01 2.24920104e-15 2.24920104e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000268571     	T               	2.85411577e+02	(4.39300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00764200e+02	(5.08700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00027         	p               	1.00000000e+05	(9.40900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.19000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00027         	U               	(-1.26472496e-13 -1.01329399e-27 -1.01329399e-27)	(5.79000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.38545147e+01 2.21998668e-15 2.21998668e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00027         	T               	2.85411546e+02	(4.39100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00764144e+02	(5.08700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000271429     	p               	1.00000000e+05	(9.39500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.11000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000271429     	U               	(-8.63106073e-13 -1.11462339e-27 -1.11462339e-27)	(2.63500000e-01 1.00000000e-01 1.00000000e-01)	1	(1.43567058e+01 2.18430749e-15 2.18430749e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000271429     	T               	2.85411512e+02	(4.39100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00764053e+02	(5.08700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000272857     	p               	1.00000000e+05	(9.38700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.03000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000272857     	U               	(-9.47882266e-13 -1.21595279e-27 -1.21595279e-27)	(2.72300000e-01 1.00000000e-01 1.00000000e-01)	1	(1.48485268e+01 2.14242084e-15 2.14242084e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000272857     	T               	2.85411483e+02	(4.37900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763928e+02	(5.08700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000274286     	p               	1.00000000e+05	(6.56700000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(3.09000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000274286     	U               	(6.12484153e-14 -1.72259979e-27 -1.72259979e-27)	(2.55000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.53286700e+01 2.09462479e-15 2.09462479e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000274286     	T               	2.85411453e+02	(4.37900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763855e+02	(5.08900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000275714     	p               	1.00000000e+05	(6.57300000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(2.81000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000275714     	U               	(-4.00265811e-13 -1.51994099e-27 -1.51994099e-27)	(2.72300000e-01 1.00000000e-01 1.00000000e-01)	1	(1.57959115e+01 2.04125720e-15 2.04125720e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000275714     	T               	2.85411424e+02	(4.37700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763844e+02	(5.08900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000277143     	p               	1.00000000e+05	(9.10500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.75000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000277143     	U               	(-8.44037477e-13 -1.21595279e-27 -1.21595279e-27)	(2.64500000e-01 1.00000000e-01 1.00000000e-01)	1	(1.62491192e+01 1.98269470e-15 1.98269470e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000277143     	T               	2.85411395e+02	(4.37700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763808e+02	(5.08900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000278571     	p               	1.00000000e+05	(6.58500000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(2.87000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000278571     	U               	(-9.30290852e-13 -1.51994099e-27 -1.51994099e-27)	(2.90700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.65080613e+00 1.99688757e-15 1.99688757e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000278571     	T               	2.85411365e+02	(4.36500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763736e+02	(5.08900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00028         	p               	1.00000000e+05	(6.58700000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(2.89000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00028         	U               	(-1.29342687e-12 -1.36794689e-27 -1.36794689e-27)	(2.65700000e-01 1.00000000e-01 1.00000000e-01)	1	(8.12843765e+00 2.03727644e-15 2.03727644e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00028         	T               	2.85411338e+02	(4.36500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763623e+02	(5.08900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000281429     	p               	1.00000000e+05	(9.90700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.53000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000281429     	U               	(6.60104734e-13 -8.61299896e-28 -2.58389969e-27)	(1.73000000e-02 1.00000000e-01 1.00000000e-01)	0	(8.61354723e+00 2.07230632e-15 2.07230632e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000281429     	T               	2.85411310e+02	(4.35300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763522e+02	(5.09100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000282857     	p               	1.00000000e+05	(9.90900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.47000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000282857     	U               	(1.21287535e-14 -1.31728219e-27 -6.58641097e-28)	(1.29500000e-01 1.00000000e-01 1.00000000e-01)	0	(9.10480537e+00 2.10180535e-15 2.10180535e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000282857     	T               	2.85411282e+02	(4.35100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763507e+02	(5.09100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000284286     	p               	1.00000000e+05	(9.90300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.43000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000284286     	U               	(-5.61096715e-13 -7.09305796e-28 -1.41861159e-27)	(1.68100000e-01 1.00000000e-01 1.00000000e-01)	0	(9.60085800e+00 2.12563667e-15 2.12563667e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000284286     	T               	2.85411253e+02	(4.34100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763477e+02	(5.09100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000285714     	p               	1.00000000e+05	(9.92100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.51000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000285714     	U               	(-9.91764540e-13 -2.37110795e-27 -2.37110795e-27)	(9.61700000e-01 1.00000000e-01 1.00000000e-01)	3	(1.01003349e+01 2.14369756e-15 2.14369756e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000285714     	T               	2.85411226e+02	(4.33700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763423e+02	(5.09100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000287143     	p               	1.00000000e+05	(9.83700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.53000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000287143     	U               	(5.10454574e-14 -1.72259979e-27 -8.61299896e-28)	(6.47000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.06018580e+01 2.15591849e-15 2.15591849e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000287143     	T               	2.85411200e+02	(4.33700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763333e+02	(5.09100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000288571     	p               	1.00000000e+05	(9.91900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.55000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000288571     	U               	(-6.11947559e-13 -2.27991149e-27 -2.27991149e-27)	(2.62500000e-01 1.00000000e-01 1.00000000e-01)	1	(1.11040487e+01 2.16226231e-15 2.16226231e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000288571     	T               	2.85411173e+02	(4.33700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763217e+02	(5.09300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00029         	p               	1.00000000e+05	(9.92500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.33000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00029         	U               	(-3.44225012e-13 -1.21595279e-27 -1.21595279e-27)	(2.65700000e-01 1.00000000e-01 1.00000000e-01)	1	(1.16055358e+01 2.16272346e-15 2.16272346e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00029         	T               	2.85411147e+02	(4.32300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763199e+02	(5.09300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000291429     	p               	1.00000000e+05	(9.91300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(3.33000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000291429     	U               	(3.62418036e-13 -1.62127039e-27 -8.10635196e-28)	(8.01000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.21049622e+01 2.15729453e-15 2.15729453e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000291429     	T               	2.85411122e+02	(4.32300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763162e+02	(5.09300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000292857     	p               	1.00000000e+05	(9.84300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.21000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000292857     	U               	(2.68848082e-13 1.01863023e-69 -1.21595279e-27)	(2.39000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.26009904e+01 2.14587294e-15 2.14587294e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000292857     	T               	2.85411097e+02	(4.31500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763107e+02	(5.09300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000294286     	p               	1.00000000e+05	(9.50700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.19000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000294286     	U               	(-3.27027858e-13 -4.05317598e-28 -8.10635196e-28)	(8.71000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.30923103e+01 2.12869418e-15 2.12869418e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000294286     	T               	2.85411071e+02	(4.31300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00763030e+02	(5.09300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000295714     	p               	1.00000000e+05	(9.85900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.15000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000295714     	U               	(-2.08030670e-12 -1.62127039e-27 -8.10635196e-28)	(9.19000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.06394919e+01 7.05699974e-16 2.11709992e-15)	(4.02300000e-01 1.00000000e-01 1.00000000e-01)	1
0.000295714     	T               	2.85411047e+02	(4.30700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762918e+02	(5.09300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000297143     	p               	1.00000000e+05	(9.84300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(5.11000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000297143     	U               	(-2.25637971e-13 -9.72762235e-28 -9.72762235e-28)	(8.29700000e-01 1.00000000e-01 1.00000000e-01)	3	(1.11324758e+01 7.07598809e-16 2.12279643e-15)	(4.02300000e-01 1.00000000e-01 1.00000000e-01)	1
0.000297143     	T               	2.85411024e+02	(4.33700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762903e+02	(5.09500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000298571     	p               	1.00000000e+05	(9.83300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(1.65000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000298571     	U               	(-8.71360537e-13 -1.62127039e-27 -8.10635196e-28)	(1.02900000e-01 1.00000000e-01 1.00000000e-01)	0	(1.16247129e+01 7.07647209e-16 2.12294163e-15)	(4.02300000e-01 1.00000000e-01 1.00000000e-01)	1
0.000298571     	T               	2.85410996e+02	(4.33700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762874e+02	(5.09500000e-01 1.00000000e-01 1.00000000e-01)	2
0.0003          	p               	1.00000000e+05	(9.84100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.01000000e-02 1.00000000e-01 1.00000000e-01)	0
0.0003          	U               	(-8.93322607e-13 -9.11964595e-28 -9.11964595e-28)	(2.58500000e-01 1.00000000e-01 1.00000000e-01)	1	(1.21149234e+01 7.05841515e-16 2.11752455e-15)	(4.02300000e-01 1.00000000e-01 1.00000000e-01)	1
0.0003          	T               	2.85410973e+02	(4.34500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762819e+02	(5.09500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000301429     	p               	1.00000000e+05	(9.46700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.99000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000301429     	U               	(5.64972383e-13 -1.51994099e-27 -5.06646997e-28)	(6.01000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.54353109e+01 1.96196065e-15 1.96196065e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000301429     	T               	2.85410948e+02	(4.35100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762741e+02	(5.09500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000302857     	p               	1.00000000e+05	(9.82700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.83000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000302857     	U               	(-6.35264496e-13 -7.09305796e-28 -3.54652898e-28)	(1.00500000e-01 1.00000000e-01 1.00000000e-01)	0	(1.58733111e+01 1.91389112e-15 1.91389112e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000302857     	T               	2.85410923e+02	(4.35100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762637e+02	(5.09500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000304286     	p               	1.00000000e+05	(9.87300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.17000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000304286     	U               	(-1.14952639e-12 -1.36794689e-27 -1.36794689e-27)	(3.16300000e-01 1.00000000e-01 1.00000000e-01)	1	(1.62987737e+01 1.86153139e-15 1.86153139e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000304286     	T               	2.85410897e+02	(4.32300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762605e+02	(5.09700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000305714     	p               	1.00000000e+05	(9.88100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.83000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000305714     	U               	(5.00330405e-13 -1.72259979e-27 -8.61299896e-28)	(7.70000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.67108414e+01 1.80520223e-15 1.80520223e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000305714     	T               	2.85410871e+02	(4.32100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762589e+02	(5.09700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000307143     	p               	1.00000000e+05	(9.79300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.85000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000307143     	U               	(-1.44158850e-12 -1.06395869e-27 -1.06395869e-27)	(3.16300000e-01 1.00000000e-01 1.00000000e-01)	1	(4.12783607e+00 9.13875760e-16 1.82775152e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000307143     	T               	2.85410843e+02	(4.32100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762549e+02	(5.09700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000308571     	p               	1.00000000e+05	(9.99300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.73000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000308571     	U               	(-1.57988906e-13 -1.01329399e-27 -5.06646997e-28)	(8.11000000e-02 1.00000000e-01 1.00000000e-01)	0	(4.46742992e+00 9.54924532e-16 1.90984906e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000308571     	T               	2.85410817e+02	(4.31900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762480e+02	(5.09700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00031         	p               	1.00000000e+05	(9.99700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.75000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00031         	U               	(-1.13515392e-13 -1.97592329e-27 -1.97592329e-27)	(2.94500000e-01 1.00000000e-01 1.00000000e-01)	1	(4.82077304e+00 9.94643775e-16 1.98928755e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00031         	T               	2.85410790e+02	(4.31700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762380e+02	(5.09700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000311429     	p               	1.00000000e+05	(9.99900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.61000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000311429     	U               	(-3.07373038e-13 -1.01329399e-27 -2.02658799e-27)	(2.66100000e-01 1.00000000e-01 1.00000000e-01)	1	(5.18727247e+00 1.03282014e-15 2.06564027e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000311429     	T               	2.85410763e+02	(4.31500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762323e+02	(5.09900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000312857     	p               	1.00000000e+05	(9.72100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.89000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000312857     	U               	(-1.34924524e-12 -5.57311697e-28 -1.11462339e-27)	(8.71000000e-02 1.00000000e-01 1.00000000e-01)	0	(5.56626510e+00 1.06925349e-15 2.13850698e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000312857     	T               	2.85410736e+02	(4.31500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762311e+02	(5.09900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000314286     	p               	1.00000000e+05	(9.72300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.63000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000314286     	U               	(-7.13440694e-13 -1.62127039e-27 -8.10635196e-28)	(1.01900000e-01 1.00000000e-01 1.00000000e-01)	0	(5.95702339e+00 1.10375799e-15 2.20751597e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000314286     	T               	2.85410712e+02	(4.31300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762284e+02	(5.09900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000315714     	p               	1.00000000e+05	(9.73700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.71000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000315714     	U               	(7.24309646e-13 -5.57311697e-28 -1.11462339e-27)	(2.83000000e-02 1.00000000e-01 1.00000000e-01)	0	(6.35876132e+00 1.13616280e-15 2.27232559e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000315714     	T               	2.85410689e+02	(4.29500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762234e+02	(5.09900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000317143     	p               	1.00000000e+05	(9.73100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.69000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000317143     	U               	(-3.55705386e-13 -2.43190559e-27 -2.43190559e-27)	(3.22500000e-01 1.00000000e-01 1.00000000e-01)	1	(6.77064044e+00 1.16631258e-15 2.33262516e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000317143     	T               	2.85410660e+02	(4.29900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762151e+02	(5.09900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000318571     	p               	1.00000000e+05	(9.73900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.65000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000318571     	U               	(-9.76337369e-13 -2.58389969e-27 -2.58389969e-27)	(3.22500000e-01 1.00000000e-01 1.00000000e-01)	1	(7.19177607e+00 1.19406770e-15 2.38813541e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000318571     	T               	2.85410631e+02	(4.29900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762073e+02	(5.10100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00032         	p               	1.00000000e+05	(9.73500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.59000000e-02 1.00000000e-01 1.00000000e-01)	0
0.00032         	U               	(-1.74221688e-13 -1.51994099e-27 -1.51994099e-27)	(3.24700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.62124335e+00 1.21930427e-15 2.43860855e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00032         	T               	2.85410606e+02	(4.29900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762056e+02	(5.10100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000321429     	p               	1.00000000e+05	(9.62900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(4.61000000e-02 1.00000000e-01 1.00000000e-01)	0
0.000321429     	U               	(-1.23972195e-12 -5.06646997e-28 -1.01329399e-27)	(8.71000000e-02 1.00000000e-01 1.00000000e-01)	0	(8.05808329e+00 1.24191398e-15 2.48382796e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
