# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.00315857      	p               	1.08992062e+05	(6.88900000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813461e+05	(3.41100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00315857      	U               	(2.30997650e+01 -2.59758048e-21 -2.59758048e-21)	(3.47700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.33174550e+01 3.32897792e-17 3.32897792e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00315857      	T               	2.85258747e+02	(5.66700000e-01 1.00000000e-01 1.00000000e-01)	2	3.00522473e+02	(5.78100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316         	p               	1.08992063e+05	(6.89300000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813460e+05	(3.40500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316         	U               	(2.30997660e+01 -2.94323647e-21 -2.94323647e-21)	(3.47700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.33250685e+01 3.39870932e-17 3.39870932e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316         	T               	2.85259988e+02	(5.66700000e-01 1.00000000e-01 1.00000000e-01)	2	3.00524045e+02	(5.78100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316143      	p               	1.08992065e+05	(6.89900000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813460e+05	(3.40100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316143      	U               	(2.30997671e+01 -3.32176830e-21 -3.32176830e-21)	(3.47700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.33328362e+01 3.46777483e-17 3.46777483e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316143      	T               	2.85261214e+02	(5.66700000e-01 1.00000000e-01 1.00000000e-01)	2	3.00525612e+02	(5.78300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316286      	p               	1.08992066e+05	(6.90500000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813460e+05	(3.39500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316286      	U               	(2.30997660e+01 -4.59220341e-21 -1.53073447e-21)	(3.46900000e-01 1.00000000e-01 1.00000000e-01)	1	(2.33407563e+01 3.53607750e-17 3.53607750e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316286      	T               	2.85262424e+02	(5.66700000e-01 1.00000000e-01 1.00000000e-01)	2	3.00527180e+02	(5.78300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316429      	p               	1.08992067e+05	(6.90900000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813460e+05	(3.39100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316429      	U               	(2.30997671e+01 -5.18134311e-21 -1.72711437e-21)	(3.46900000e-01 1.00000000e-01 1.00000000e-01)	1	(2.33488270e+01 3.60351994e-17 3.60351994e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316429      	T               	2.85263615e+02	(5.66700000e-01 1.00000000e-01 1.00000000e-01)	2	3.00528735e+02	(5.78300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316571      	p               	1.08992068e+05	(6.91500000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813460e+05	(3.38700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316571      	U               	(2.30997684e+01 -5.82618298e-21 -1.94206099e-21)	(3.46900000e-01 1.00000000e-01 1.00000000e-01)	1	(2.33570459e+01 3.67000463e-17 3.67000463e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316571      	T               	2.85264789e+02	(5.66700000e-01 1.00000000e-01 1.00000000e-01)	2	3.00530277e+02	(5.78300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316714      	p               	1.08992069e+05	(6.92100000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813460e+05	(3.38300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316714      	U               	(2.30997654e+01 -4.58970030e-21 -1.52990010e-21)	(3.45500000e-01 1.00000000e-01 1.00000000e-01)	1	(2.33654108e+01 3.73543404e-17 3.73543404e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316714      	T               	2.85265950e+02	(5.66700000e-01 1.00000000e-01 1.00000000e-01)	2	3.00531805e+02	(5.78300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316857      	p               	1.08992070e+05	(6.92500000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813460e+05	(3.37700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316857      	U               	(2.30997583e+01 -1.47049876e-21 -1.47049876e-21)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.33739191e+01 3.79971096e-17 3.79971096e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316857      	T               	2.85267098e+02	(5.66700000e-01 1.00000000e-01 1.00000000e-01)	2	3.00533326e+02	(5.78500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00317         	p               	1.08992071e+05	(6.93100000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813460e+05	(3.37300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317         	U               	(2.30997587e+01 -1.75501570e-21 -1.75501570e-21)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.33825678e+01 3.86273866e-17 3.86273866e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317         	T               	2.85268231e+02	(5.66900000e-01 1.00000000e-01 1.00000000e-01)	2	3.00534846e+02	(5.78500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00317143      	p               	1.08992072e+05	(6.93700000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813460e+05	(3.36900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317143      	U               	(2.30997592e+01 -2.06656948e-21 -2.06656948e-21)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.33913541e+01 3.92442116e-17 3.92442116e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317143      	T               	2.85269340e+02	(5.66900000e-01 1.00000000e-01 1.00000000e-01)	2	3.00536352e+02	(5.78500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00317286      	p               	1.08992073e+05	(6.94100000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813460e+05	(3.36300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317286      	U               	(2.30997597e+01 -2.40812713e-21 -2.40812713e-21)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.34002745e+01 3.98466345e-17 3.98466345e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317286      	T               	2.85270431e+02	(5.66900000e-01 1.00000000e-01 1.00000000e-01)	2	3.00537843e+02	(5.78500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00317429      	p               	1.08992074e+05	(6.94700000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813460e+05	(3.35900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317429      	U               	(2.30997575e+01 -1.41691220e-21 -1.41691220e-21)	(3.39300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.34093258e+01 4.04337173e-17 4.04337173e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317429      	T               	2.85271502e+02	(5.66900000e-01 1.00000000e-01 1.00000000e-01)	2	3.00539318e+02	(5.78500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00317571      	p               	1.08992075e+05	(6.95300000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813459e+05	(3.35300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317571      	U               	(2.30997578e+01 -1.69870433e-21 -1.69870433e-21)	(3.39300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.34185041e+01 4.10045364e-17 4.10045364e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317571      	T               	2.85272559e+02	(5.66900000e-01 1.00000000e-01 1.00000000e-01)	2	3.00540783e+02	(5.78700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00317714      	p               	1.08992076e+05	(6.95700000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813459e+05	(3.34900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317714      	U               	(2.30997583e+01 -2.00709069e-21 -2.00709069e-21)	(3.39300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.34278057e+01 4.15581849e-17 4.15581849e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317714      	T               	2.85273601e+02	(5.66900000e-01 1.00000000e-01 1.00000000e-01)	2	3.00542247e+02	(5.78700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00317857      	p               	1.08992078e+05	(6.96300000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813459e+05	(3.34300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317857      	U               	(2.30997588e+01 -2.34478529e-21 -2.34478529e-21)	(3.39300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.34372265e+01 4.20937750e-17 4.20937750e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00317857      	T               	2.85274629e+02	(5.66900000e-01 1.00000000e-01 1.00000000e-01)	2	3.00543694e+02	(5.78700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00318         	p               	1.08992079e+05	(6.96900000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813459e+05	(3.33900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318         	U               	(2.30997594e+01 -2.71478466e-21 -2.71478466e-21)	(3.39300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.34467622e+01 4.26104399e-17 4.26104399e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318         	T               	2.85275639e+02	(5.66900000e-01 1.00000000e-01 1.00000000e-01)	2	3.00545124e+02	(5.78700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00318143      	p               	1.08992080e+05	(6.97300000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813459e+05	(3.33500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318143      	U               	(2.30997570e+01 -1.65438036e-21 -1.65438036e-21)	(3.37300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.34564084e+01 4.31073367e-17 4.31073367e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318143      	T               	2.85276631e+02	(5.66900000e-01 1.00000000e-01 1.00000000e-01)	2	3.00546537e+02	(5.78700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00318286      	p               	1.08992081e+05	(6.97900000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813459e+05	(3.32900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318286      	U               	(2.30997574e+01 -1.94984193e-21 -1.94984193e-21)	(3.37300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.34661605e+01 4.35836476e-17 4.35836476e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318286      	T               	2.85277601e+02	(5.67100000e-01 1.00000000e-01 1.00000000e-01)	2	3.00547939e+02	(5.78900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00318429      	p               	1.08992082e+05	(6.98500000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813459e+05	(3.32500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318429      	U               	(2.30997579e+01 -2.27364847e-21 -2.27364847e-21)	(3.37300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.34760136e+01 4.40385831e-17 4.40385831e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318429      	T               	2.85278551e+02	(5.67100000e-01 1.00000000e-01 1.00000000e-01)	2	3.00549337e+02	(5.78900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00318571      	p               	1.08992083e+05	(6.98900000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813459e+05	(3.31900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318571      	U               	(2.30997585e+01 -2.62911790e-21 -2.62911790e-21)	(3.37300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.34859628e+01 4.44713833e-17 4.44713833e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318571      	T               	2.85279487e+02	(5.67100000e-01 1.00000000e-01 1.00000000e-01)	2	3.00550717e+02	(5.78900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00318714      	p               	1.08992084e+05	(6.99500000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813459e+05	(3.31500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318714      	U               	(2.30997561e+01 -1.58826111e-21 -1.58826111e-21)	(3.35300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.34960029e+01 4.48813200e-17 4.48813200e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318714      	T               	2.85280406e+02	(5.67100000e-01 1.00000000e-01 1.00000000e-01)	2	3.00552079e+02	(5.78900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00318857      	p               	1.08992085e+05	(7.00100000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813459e+05	(3.31100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318857      	U               	(2.30997565e+01 -1.87911859e-21 -1.87911859e-21)	(3.35300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.35061287e+01 4.52676990e-17 4.52676990e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00318857      	T               	2.85281308e+02	(5.67100000e-01 1.00000000e-01 1.00000000e-01)	2	3.00553421e+02	(5.78900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00319         	p               	1.08992086e+05	(7.00500000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813459e+05	(3.30500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319         	U               	(2.30997570e+01 -2.19724066e-21 -2.19724066e-21)	(3.35300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.35163348e+01 4.56298616e-17 4.56298616e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319         	T               	2.85282191e+02	(5.67100000e-01 1.00000000e-01 1.00000000e-01)	2	3.00554753e+02	(5.79100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00319143      	p               	1.08992087e+05	(7.01100000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.30100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319143      	U               	(2.30997576e+01 -2.54541819e-21 -2.54541819e-21)	(3.35300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.35266155e+01 4.59671865e-17 4.59671865e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319143      	T               	2.85283055e+02	(5.67100000e-01 1.00000000e-01 1.00000000e-01)	2	3.00556079e+02	(5.79100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00319286      	p               	1.08992088e+05	(7.01700000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.29700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319286      	U               	(2.30997556e+01 -1.65845791e-21 -1.65845791e-21)	(3.33500000e-01 1.00000000e-01 1.00000000e-01)	1	(2.35369651e+01 4.62790912e-17 4.62790912e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319286      	T               	2.85283902e+02	(5.67100000e-01 1.00000000e-01 1.00000000e-01)	2	3.00557385e+02	(5.79100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00319429      	p               	1.08992090e+05	(7.02100000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.29100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319429      	U               	(2.30997560e+01 -1.95890639e-21 -1.95890639e-21)	(3.33500000e-01 1.00000000e-01 1.00000000e-01)	1	(2.35473779e+01 4.65650341e-17 4.65650341e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319429      	T               	2.85284735e+02	(5.67100000e-01 1.00000000e-01 1.00000000e-01)	2	3.00558671e+02	(5.79100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00319571      	p               	1.08992091e+05	(7.02700000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.28700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319571      	U               	(2.30997565e+01 -2.28815185e-21 -2.28815185e-21)	(3.33500000e-01 1.00000000e-01 1.00000000e-01)	1	(2.35578480e+01 4.68245154e-17 4.68245154e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319571      	T               	2.85285553e+02	(5.67100000e-01 1.00000000e-01 1.00000000e-01)	2	3.00559937e+02	(5.79100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00319714      	p               	1.08992092e+05	(7.03300000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.28100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319714      	U               	(2.30997571e+01 -2.64847629e-21 -2.64847629e-21)	(3.33500000e-01 1.00000000e-01 1.00000000e-01)	1	(2.35683692e+01 4.70570789e-17 4.70570789e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319714      	T               	2.85286349e+02	(5.67300000e-01 1.00000000e-01 1.00000000e-01)	2	3.00561193e+02	(5.79300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00319857      	p               	1.08992093e+05	(7.03700000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.27700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319857      	U               	(2.30997558e+01 -1.40917105e-21 -1.40917105e-21)	(3.32300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.35789354e+01 4.72623129e-17 4.72623129e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00319857      	T               	2.85287126e+02	(5.67300000e-01 1.00000000e-01 1.00000000e-01)	2	3.00562440e+02	(5.79300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0032          	p               	1.08992094e+05	(7.04300000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.27300000e-01 1.00000000e-01 1.00000000e-01)	1
0.0032          	U               	(2.30997563e+01 -1.63757637e-21 -1.63757637e-21)	(3.32300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.35895405e+01 4.74398514e-17 4.74398514e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.0032          	T               	2.85287883e+02	(5.67300000e-01 1.00000000e-01 1.00000000e-01)	2	3.00563666e+02	(5.79300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00320143      	p               	1.08992095e+05	(7.04900000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.26700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320143      	U               	(2.30997569e+01 -1.88755800e-21 -1.88755800e-21)	(3.32300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.36001783e+01 4.75893756e-17 4.75893756e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320143      	T               	2.85288623e+02	(5.67300000e-01 1.00000000e-01 1.00000000e-01)	2	3.00564871e+02	(5.79300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00320286      	p               	1.08992096e+05	(7.05300000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.26300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320286      	U               	(2.30997559e+01 -1.60884632e-21 -1.60884632e-21)	(3.31300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.36108422e+01 4.77106138e-17 4.77106138e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320286      	T               	2.85289349e+02	(5.67300000e-01 1.00000000e-01 1.00000000e-01)	2	3.00566054e+02	(5.79300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00320429      	p               	1.08992097e+05	(7.05900000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.25700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320429      	U               	(2.30997565e+01 -1.85594924e-21 -1.85594924e-21)	(3.31300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.36215261e+01 4.78033431e-17 4.78033431e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320429      	T               	2.85290061e+02	(5.67300000e-01 1.00000000e-01 1.00000000e-01)	2	3.00567230e+02	(5.79500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00320571      	p               	1.08992098e+05	(7.06500000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.25300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320571      	U               	(2.30997572e+01 -2.12632422e-21 -2.12632422e-21)	(3.31300000e-01 1.00000000e-01 1.00000000e-01)	1	(2.36322234e+01 4.78673894e-17 4.78673894e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320571      	T               	2.85290756e+02	(5.67300000e-01 1.00000000e-01 1.00000000e-01)	2	3.00568394e+02	(5.79500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00320714      	p               	1.08992099e+05	(7.06900000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813458e+05	(3.24900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320714      	U               	(2.30997538e+01 -1.61688322e-21 -1.61688322e-21)	(3.28700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.36429278e+01 4.79026287e-17 4.79026287e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320714      	T               	2.85291434e+02	(5.67300000e-01 1.00000000e-01 1.00000000e-01)	2	3.00569536e+02	(5.79500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00320857      	p               	1.08992100e+05	(7.07500000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813457e+05	(3.24500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320857      	U               	(2.30997542e+01 -1.91405042e-21 -1.91405042e-21)	(3.28700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.36536327e+01 4.79089536e-17 4.79089536e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00320857      	T               	2.85292094e+02	(5.67300000e-01 1.00000000e-01 1.00000000e-01)	2	3.00570656e+02	(5.79500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00321         	p               	1.08992102e+05	(7.08100000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813457e+05	(3.23900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321         	U               	(2.30997547e+01 -2.23646804e-21 -2.23646804e-21)	(3.28700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.36643318e+01 4.78849309e-17 4.78849309e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321         	T               	2.85292737e+02	(5.67500000e-01 1.00000000e-01 1.00000000e-01)	2	3.00571753e+02	(5.79500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00321143      	p               	1.08992103e+05	(7.08500000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813457e+05	(3.23500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321143      	U               	(2.30997552e+01 -2.58887974e-21 -2.58887974e-21)	(3.28700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.36750184e+01 4.78311117e-17 4.78311117e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321143      	T               	2.85293362e+02	(5.67500000e-01 1.00000000e-01 1.00000000e-01)	2	3.00572846e+02	(5.79700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00321286      	p               	1.08992104e+05	(7.09100000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813457e+05	(3.23100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321286      	U               	(2.30997542e+01 -1.45540627e-21 -1.45540627e-21)	(3.27700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.36856863e+01 4.77484869e-17 4.77484869e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321286      	T               	2.85293973e+02	(5.67500000e-01 1.00000000e-01 1.00000000e-01)	2	3.00573923e+02	(5.79700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00321429      	p               	1.08992105e+05	(7.09700000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813457e+05	(3.22500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321429      	U               	(2.30997548e+01 -1.68529049e-21 -1.68529049e-21)	(3.27700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.36963289e+01 4.76371920e-17 4.76371920e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321429      	T               	2.85294569e+02	(5.67500000e-01 1.00000000e-01 1.00000000e-01)	2	3.00574977e+02	(5.79700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00321571      	p               	1.08992106e+05	(7.10300000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813457e+05	(3.22100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321571      	U               	(2.30997555e+01 -1.93708401e-21 -1.93708401e-21)	(3.27700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.37069399e+01 4.74974077e-17 4.74974077e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321571      	T               	2.85295121e+02	(4.65100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00576010e+02	(5.79700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00321714      	p               	1.08992107e+05	(7.10700000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813457e+05	(3.21500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321714      	U               	(2.30997562e+01 -2.21304674e-21 -2.21304674e-21)	(3.27700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.37175131e+01 4.73293629e-17 4.73293629e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321714      	T               	2.85295104e+02	(4.64700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00577019e+02	(5.79700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00321857      	p               	1.08992108e+05	(7.11300000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813457e+05	(3.21100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321857      	U               	(2.30997522e+01 -1.48504435e-21 -1.48504435e-21)	(3.24700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.37280421e+01 4.71333354e-17 4.71333354e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00321857      	T               	2.85295087e+02	(4.64300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00578026e+02	(5.79900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00322         	p               	1.08992109e+05	(7.11900000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813457e+05	(3.20500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00322         	U               	(2.30997526e+01 -1.76498729e-21 -1.76498729e-21)	(3.24700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.37385208e+01 4.69096511e-17 4.69096511e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00322         	T               	2.85295070e+02	(4.63900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00579015e+02	(5.79900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00322143      	p               	1.08992110e+05	(7.12300000e-01 1.00000000e-01 1.00000000e-01)	2	1.09813457e+05	(3.20100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00322143      	U               	(2.30997531e+01 -2.07149215e-21 -2.07149215e-21)	(3.24700000e-01 1.00000000e-01 1.00000000e-01)	1	(2.37489430e+01 4.66586829e-17 4.66586829e-17)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1
