# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.00309167      	T               	2.77936197e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543673e+02	(6.67700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00309333      	p               	9.97890702e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19767144e+05	(6.68900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00309333      	U               	(-5.51208418e+00 -1.05153791e-15 -1.57730687e-15)	(4.18700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.59892444e-02 4.76510122e-20 4.76510122e-20)	(3.57700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00309333      	T               	2.77936197e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543639e+02	(6.68300000e-01 1.00000000e-01 1.00000000e-01)	2
0.003095        	p               	9.97890706e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19767129e+05	(6.69500000e-01 1.00000000e-01 1.00000000e-01)	2
0.003095        	U               	(-5.91414174e+00 -1.09596203e-15 -1.64394304e-15)	(4.18700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.59768520e-02 4.99224244e-20 4.99224244e-20)	(3.57500000e-01 1.00000000e-01 1.00000000e-01)	1
0.003095        	T               	2.77936198e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543604e+02	(6.68900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00309667      	p               	9.97890709e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19767113e+05	(6.70100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00309667      	U               	(-6.33221570e+00 -1.13820697e-15 -1.70731045e-15)	(4.18700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.59638293e-02 5.42086344e-20 5.42086344e-20)	(3.57500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00309667      	T               	2.77936198e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543570e+02	(6.69500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00309833      	p               	9.97890712e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19767098e+05	(6.70700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00309833      	U               	(-6.76537676e+00 -1.17777116e-15 -1.76665674e-15)	(4.18700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.59496350e-02 5.90919101e-20 5.90919101e-20)	(3.57500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00309833      	T               	2.77936198e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543537e+02	(6.70100000e-01 1.00000000e-01 1.00000000e-01)	2
0.0031          	p               	9.97890715e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19767083e+05	(6.71300000e-01 1.00000000e-01 1.00000000e-01)	2
0.0031          	U               	(-1.03792190e+01 -1.34749429e-15 -1.34749429e-15)	(4.22500000e-01 1.00000000e-01 1.00000000e-01)	1	(7.59341044e-02 6.46583768e-20 6.46583768e-20)	(3.57500000e-01 1.00000000e-01 1.00000000e-01)	1
0.0031          	T               	2.77936198e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543504e+02	(6.70700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00310167      	p               	9.97890718e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19767068e+05	(6.71900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00310167      	U               	(-1.08810550e+01 -1.34818671e-15 -1.34818671e-15)	(4.22500000e-01 1.00000000e-01 1.00000000e-01)	1	(7.59255504e-02 3.29949651e-20 3.29949651e-20)	(3.52900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00310167      	T               	2.77936199e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543472e+02	(6.71300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00310333      	p               	9.97890722e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19767052e+05	(6.72500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00310333      	U               	(-4.55099509e+00 -1.39176644e-15 -1.39176644e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.59170115e-02 3.55485386e-20 3.55485386e-20)	(3.52900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00310333      	T               	2.77936199e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543439e+02	(6.71700000e-01 1.00000000e-01 1.00000000e-01)	2
0.003105        	p               	9.97890725e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19767037e+05	(6.73100000e-01 1.00000000e-01 1.00000000e-01)	2
0.003105        	U               	(-4.90776981e+00 -1.46317532e-15 -1.46317532e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.59077762e-02 3.84491033e-20 3.84491033e-20)	(3.52900000e-01 1.00000000e-01 1.00000000e-01)	1
0.003105        	T               	2.77936199e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543405e+02	(6.72300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00310667      	p               	9.97890728e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19767022e+05	(6.73500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00310667      	U               	(-5.28204594e+00 -1.53323082e-15 -1.53323082e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.58976702e-02 4.20528139e-20 4.20528139e-20)	(3.52900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00310667      	T               	2.77936199e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543372e+02	(6.72900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00310833      	p               	9.97890731e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19767006e+05	(6.74100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00310833      	U               	(-5.67337618e+00 -1.60122151e-15 -1.60122151e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.58866217e-02 4.59940634e-20 4.59940634e-20)	(3.52900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00310833      	T               	2.77936200e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543340e+02	(6.73500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00311         	p               	9.97890734e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766991e+05	(6.74700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00311         	U               	(-6.08113263e+00 -1.66641014e-15 -1.66641014e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.58744891e-02 5.05103039e-20 5.05103039e-20)	(3.52900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00311         	T               	2.77936200e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543309e+02	(6.74100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00311167      	p               	9.97890738e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766976e+05	(6.75300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00311167      	U               	(-6.50450253e+00 -1.72804806e-15 -1.72804806e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.58668019e-02 3.08408171e-20 3.08408171e-20)	(3.49500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00311167      	T               	2.77936200e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543277e+02	(6.74700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00311333      	p               	9.97890741e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766960e+05	(6.75900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00311333      	U               	(-6.94248793e+00 -1.78539151e-15 -1.78539151e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.58587516e-02 3.35155071e-20 3.35155071e-20)	(3.49500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00311333      	T               	2.77936200e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543245e+02	(6.75300000e-01 1.00000000e-01 1.00000000e-01)	2
0.003115        	p               	9.97890744e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766945e+05	(6.76500000e-01 1.00000000e-01 1.00000000e-01)	2
0.003115        	U               	(-7.39390957e+00 -1.83771900e-15 -1.83771900e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.58498915e-02 3.68667586e-20 3.68667586e-20)	(3.49500000e-01 1.00000000e-01 1.00000000e-01)	1
0.003115        	T               	2.77936201e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543213e+02	(6.75900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00311667      	p               	9.97890747e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766929e+05	(6.77100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00311667      	U               	(-7.85741521e+00 -1.88434958e-15 -1.88434958e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.58401596e-02 4.05113989e-20 4.05113989e-20)	(3.49500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00311667      	T               	2.77936201e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543181e+02	(6.76500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00311833      	p               	9.97890750e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766913e+05	(6.77700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00311833      	U               	(-8.33149250e+00 -1.92466082e-15 -1.92466082e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.58322215e-02 2.15145774e-20 2.15145774e-20)	(3.47700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00311833      	T               	2.77936201e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543149e+02	(6.77100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00312         	p               	9.97890754e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766898e+05	(6.78300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00312         	U               	(-8.81448611e+00 -1.95810601e-15 -1.95810601e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.58236586e-02 2.37563026e-20 2.37563026e-20)	(3.47700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00312         	T               	2.77936201e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543118e+02	(6.77700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00312167      	p               	9.97890757e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766882e+05	(6.78900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00312167      	U               	(-9.30461906e+00 -1.98422972e-15 -1.98422972e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.58142209e-02 2.61919199e-20 2.61919199e-20)	(3.47700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00312167      	T               	2.77936202e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543087e+02	(6.78300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00312333      	p               	9.97890760e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766866e+05	(6.79500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00312333      	U               	(-9.80001737e+00 -2.00268092e-15 -2.00268092e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.58037890e-02 2.89535194e-20 2.89535194e-20)	(3.47700000e-01 1.00000000e-01 1.00000000e-01)	1
0.00312333      	T               	2.77936202e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543055e+02	(6.78900000e-01 1.00000000e-01 1.00000000e-01)	2
0.003125        	p               	9.97890763e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766850e+05	(6.80100000e-01 1.00000000e-01 1.00000000e-01)	2
0.003125        	U               	(-1.02987374e+01 -2.01322221e-15 -2.01322221e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57922251e-02 3.20962485e-20 3.20962485e-20)	(3.47700000e-01 1.00000000e-01 1.00000000e-01)	1
0.003125        	T               	2.77936202e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08543025e+02	(6.79500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00312667      	p               	9.97890766e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766835e+05	(6.80700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00312667      	U               	(-1.07987989e+01 -2.01558774e-15 -2.01558774e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57812896e-02 1.71827711e-20 1.71827711e-20)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00312667      	T               	2.77936203e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542995e+02	(6.80100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00312833      	p               	9.97890770e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766819e+05	(6.81300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00312833      	U               	(-1.12982014e+01 -2.00980327e-15 -2.00980327e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57768116e-02 1.86412202e-20 1.86412202e-20)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00312833      	T               	2.77936203e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542965e+02	(6.80700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313         	p               	9.97890773e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766803e+05	(6.81900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313         	U               	(-1.17949726e+01 -1.99611524e-15 -1.99611524e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57719329e-02 2.03098633e-20 2.03098633e-20)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313         	T               	2.77936203e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542935e+02	(6.81300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313167      	p               	9.97890776e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766787e+05	(6.82300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313167      	U               	(-1.22871908e+01 -1.97477600e-15 -1.97477600e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57665974e-02 2.22119149e-20 2.22119149e-20)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313167      	T               	2.77936203e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542904e+02	(6.81900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313333      	p               	9.97890779e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766771e+05	(6.82900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313333      	U               	(-1.27730127e+01 -1.94614527e-15 -1.94614527e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57607427e-02 2.43742633e-20 2.43742633e-20)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313333      	T               	2.77936204e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542874e+02	(6.82500000e-01 1.00000000e-01 1.00000000e-01)	2
0.003135        	p               	9.97890783e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766755e+05	(6.83500000e-01 1.00000000e-01 1.00000000e-01)	2
0.003135        	U               	(-1.32506983e+01 -1.91067990e-15 -1.91067990e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57542837e-02 2.68909160e-20 2.68909160e-20)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1
0.003135        	T               	2.77936204e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542844e+02	(6.83100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313667      	p               	9.97890786e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766739e+05	(6.84100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313667      	U               	(-1.37186329e+01 -1.86891885e-15 -1.86891885e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57470865e-02 2.99552121e-20 2.99552121e-20)	(3.41300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313667      	T               	2.77936204e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542815e+02	(6.83700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313833      	p               	9.97890789e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766723e+05	(6.84700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00313833      	U               	(-1.41753451e+01 -1.82146707e-15 -1.82146707e-15)	(4.13700000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57395484e-02 2.27294954e-20 2.27294954e-20)	(3.39300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00313833      	T               	2.77936204e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542786e+02	(6.84300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314         	p               	9.97890793e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766707e+05	(6.85300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314         	U               	(-7.48635957e+00 -1.84143292e-15 -1.84143292e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57335165e-02 2.51123906e-20 2.51123906e-20)	(3.39300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314         	T               	2.77936205e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542756e+02	(6.84900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314167      	p               	9.97890796e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766691e+05	(6.85900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314167      	U               	(-7.95054132e+00 -1.88659395e-15 -1.88659395e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57267671e-02 2.80867025e-20 2.80867025e-20)	(3.39300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314167      	T               	2.77936205e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542727e+02	(6.85500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314333      	p               	9.97890799e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766675e+05	(6.86500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314333      	U               	(-8.42492189e+00 -1.92537836e-15 -1.92537836e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57193761e-02 2.11956117e-20 2.11956117e-20)	(3.37300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314333      	T               	2.77936205e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542698e+02	(6.86100000e-01 1.00000000e-01 1.00000000e-01)	2
0.003145        	p               	9.97890802e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766659e+05	(6.87100000e-01 1.00000000e-01 1.00000000e-01)	2
0.003145        	U               	(-8.90783529e+00 -1.95726165e-15 -1.95726165e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57137424e-02 2.34548601e-20 2.34548601e-20)	(3.37300000e-01 1.00000000e-01 1.00000000e-01)	1
0.003145        	T               	2.77936205e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542669e+02	(6.86700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314667      	p               	9.97890806e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766643e+05	(6.87700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314667      	U               	(-9.39749956e+00 -1.98181213e-15 -1.98181213e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57074283e-02 2.62750566e-20 2.62750566e-20)	(3.37300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314667      	T               	2.77936206e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542641e+02	(6.87300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314833      	p               	9.97890809e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766627e+05	(6.88300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00314833      	U               	(-9.89204180e+00 -1.99870330e-15 -1.99870330e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.57003872e-02 2.93112699e-20 2.93112699e-20)	(3.37300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00314833      	T               	2.77936206e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542613e+02	(6.87900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00315         	p               	9.97890812e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766610e+05	(6.88900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00315         	U               	(-1.03895255e+01 -2.00772180e-15 -2.00772180e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.56948705e-02 2.19012724e-20 2.19012724e-20)	(3.35300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00315         	T               	2.77936206e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542585e+02	(6.88300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00315167      	p               	9.97890816e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766594e+05	(6.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00315167      	U               	(-1.08879799e+01 -2.00862039e-15 -2.00862039e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.56889608e-02 2.45925118e-20 2.45925118e-20)	(3.35300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00315167      	T               	2.77936206e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542557e+02	(6.88900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00315333      	p               	9.97890819e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766578e+05	(6.90100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00315333      	U               	(-1.13854282e+01 -2.00146426e-15 -2.00146426e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.56823559e-02 2.74960384e-20 2.74960384e-20)	(3.35300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00315333      	T               	2.77936207e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542529e+02	(6.89500000e-01 1.00000000e-01 1.00000000e-01)	2
0.003155        	p               	9.97890822e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766561e+05	(6.90700000e-01 1.00000000e-01 1.00000000e-01)	2
0.003155        	U               	(-1.18799222e+01 -1.98650872e-15 -1.98650872e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.56770293e-02 2.12785069e-20 2.12785069e-20)	(3.33500000e-01 1.00000000e-01 1.00000000e-01)	1
0.003155        	T               	2.77936207e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542500e+02	(6.90100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00315667      	p               	9.97890826e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766545e+05	(6.91100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00315667      	U               	(-9.97947178e+00 -6.66260729e-16 -1.99878219e-15)	(4.02300000e-01 1.00000000e-01 1.00000000e-01)	1	(7.56712813e-02 2.39251202e-20 2.39251202e-20)	(3.33500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00315667      	T               	2.77936207e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542472e+02	(6.90700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00315833      	p               	9.97890829e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766529e+05	(6.91700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00315833      	U               	(-1.04767489e+01 -6.68795780e-16 -2.00638734e-15)	(4.02300000e-01 1.00000000e-01 1.00000000e-01)	1	(7.56655795e-02 1.39291425e-20 1.39291425e-20)	(3.32300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00315833      	T               	2.77936207e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542444e+02	(6.91300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316         	p               	9.97890833e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766512e+05	(6.92300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316         	U               	(-1.33271845e+01 -1.89805456e-15 -1.89805456e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.56599366e-02 1.56597741e-20 1.56597741e-20)	(3.32300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316         	T               	2.77936208e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542417e+02	(6.91900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316167      	p               	9.97890836e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766496e+05	(6.92900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316167      	U               	(-1.37918717e+01 -1.85558364e-15 -1.85558364e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.56546045e-02 1.43260720e-20 1.43260720e-20)	(3.31300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316167      	T               	2.77936208e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542390e+02	(6.92500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316333      	p               	9.97890839e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766480e+05	(6.93500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316333      	U               	(-1.42451865e+01 -1.80757796e-15 -1.80757796e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.56487953e-02 1.61188062e-20 1.61188062e-20)	(3.31300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00316333      	T               	2.77936208e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542362e+02	(6.93100000e-01 1.00000000e-01 1.00000000e-01)	2
0.003165        	p               	9.97890843e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766463e+05	(6.94100000e-01 1.00000000e-01 1.00000000e-01)	2
0.003165        	U               	(-1.46858535e+01 -1.75469089e-15 -1.75469089e-15)	(4.05100000e-01 1.00000000e-01 1.00000000e-01)	1	(7.56422591e-02 1.81396965e-20 1.81396965e-20)	(3.31300000e-01 1.00000000e-01 1.00000000e-01)	1
0.003165        	T               	2.77936209e+02	(3.50000000e-03 1.00000000e-01 1.00000000e-01)	0	3.08542334e+02	(6.93700000e-01 1.00000000e-01 1.00000000e-01)	2
0.00316667      	p               	9.97890846e+04	(1.00000000e-04 1.00000000e-01 1.00000000e-01)	0	1.19766447e+05	(6.94700000e-01 1.00000000e-01 1.00000000e-01)	2
