# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.00032         	U               	(-9.55994176e-13 -1.45914335e-27 -1.45914335e-27)	(9.17900000e-01 1.00000000e-01 1.00000000e-01)	3	(7.62124335e+00 1.21930427e-15 2.43860855e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00032         	T               	2.85410626e+02	(4.27300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762057e+02	(5.10100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000321429     	p               	1.00000000e+05	(6.88700000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(2.75300000e-01 1.00000000e-01 1.00000000e-01)	1
0.000321429     	U               	(-6.93981520e-13 -9.11964595e-28 -9.11964595e-28)	(7.67300000e-01 1.00000000e-01 1.00000000e-01)	3	(8.05808329e+00 1.24191398e-15 2.48382796e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000321429     	T               	2.85410602e+02	(4.29900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00762028e+02	(5.10100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000322857     	p               	1.00000000e+05	(6.81100000e-01 1.00000000e-01 1.00000000e-01)	2	1.20000000e+05	(2.70100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000322857     	U               	(-8.45026101e-13 -1.36794689e-27 -9.11964595e-28)	(1.83900000e-01 1.00000000e-01 1.00000000e-01)	0	(8.50130859e+00 1.26180382e-15 2.52360763e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000322857     	T               	2.85410577e+02	(4.29700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761985e+02	(5.10100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000324286     	p               	1.00000000e+05	(7.73900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.69700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000324286     	U               	(-2.88902382e-13 -7.59970496e-28 -1.51994099e-27)	(1.90000000e-03 1.00000000e-01 1.00000000e-01)	0	(8.94990934e+00 1.27889572e-15 2.55779144e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000324286     	T               	2.85410554e+02	(4.29500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761920e+02	(5.10100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000325714     	p               	1.00000000e+05	(9.71300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.70900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000325714     	U               	(-6.53980018e-13 -5.06646997e-28 -1.01329399e-27)	(1.90000000e-03 1.00000000e-01 1.00000000e-01)	0	(9.40285845e+00 1.29312615e-15 2.58625230e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000325714     	T               	2.85410530e+02	(4.28500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761828e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000327143     	p               	1.00000000e+05	(9.71500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.66700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000327143     	U               	(-6.64950633e-13 -1.31728219e-27 -1.31728219e-27)	(2.10000000e-03 1.00000000e-01 1.00000000e-01)	0	(9.85911689e+00 1.30444564e-15 2.60889128e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000327143     	T               	2.85410506e+02	(4.28500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761819e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000328571     	p               	1.00000000e+05	(9.68300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.66300000e-01 1.00000000e-01 1.00000000e-01)	1
0.000328571     	U               	(-6.18193439e-13 -4.55982298e-28 -9.11964595e-28)	(5.31000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.03176387e+01 1.31281835e-15 2.62563669e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000328571     	T               	2.85410483e+02	(4.28300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761792e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00033         	p               	1.00000000e+05	(9.68700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.65900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00033         	U               	(-1.32694617e-12 -7.59970496e-28 -7.59970496e-28)	(1.72300000e-01 1.00000000e-01 1.00000000e-01)	0	(1.07773758e+01 1.31822162e-15 2.63644324e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00033         	T               	2.85410459e+02	(4.27300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761749e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000331429     	p               	1.00000000e+05	(9.67500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.65700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000331429     	U               	(-1.57801912e-12 -8.51166956e-28 -8.51166956e-28)	(9.23100000e-01 1.00000000e-01 1.00000000e-01)	3	(1.12372826e+01 1.32064565e-15 2.64129131e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000331429     	T               	2.85410435e+02	(4.27100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761688e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000332857     	p               	1.00000000e+05	(9.68100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.67900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000332857     	U               	(-7.85716549e-13 -6.07976397e-28 -2.02658799e-28)	(7.59000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.16963202e+01 1.32009326e-15 2.64018652e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000332857     	T               	2.85410410e+02	(4.27100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761604e+02	(5.10300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000334286     	p               	1.00000000e+05	(9.67300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.66900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000334286     	U               	(-9.35124145e-13 -1.33754807e-27 -2.00632211e-27)	(7.79700000e-01 1.00000000e-01 1.00000000e-01)	3	(1.21534613e+01 1.31654933e-15 2.63309866e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000334286     	T               	2.85410388e+02	(4.26100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761583e+02	(5.10500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000335714     	p               	1.00000000e+05	(9.65300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.67700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000335714     	U               	(-7.57726885e-13 -6.07976397e-28 -6.07976397e-28)	(2.34700000e-01 1.00000000e-01 1.00000000e-01)	0	(1.26076901e+01 1.30997758e-15 2.61995515e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000335714     	T               	2.85410365e+02	(4.25900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761566e+02	(5.10500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000337143     	p               	1.00000000e+05	(9.65500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.63500000e-01 1.00000000e-01 1.00000000e-01)	1
0.000337143     	U               	(-1.62089244e-12 -4.86381118e-28 -9.72762235e-28)	(9.23300000e-01 1.00000000e-01 1.00000000e-01)	3	(1.30580126e+01 1.30049903e-15 2.60099806e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000337143     	T               	2.85410345e+02	(4.25700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761529e+02	(5.10500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000338571     	p               	1.00000000e+05	(9.66300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.64300000e-01 1.00000000e-01 1.00000000e-01)	1
0.000338571     	U               	(-8.45675440e-13 -1.11462339e-27 -1.11462339e-27)	(5.79000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.35034587e+01 1.28816862e-15 2.57633724e-15)	(3.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000338571     	T               	2.85410322e+02	(4.24700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761469e+02	(5.10500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00034         	p               	1.00000000e+05	(9.62100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.66300000e-01 1.00000000e-01 1.00000000e-01)	1
0.00034         	U               	(-1.21075308e-12 -1.01329399e-27 -1.01329399e-27)	(5.79000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.24163473e+01 1.30086123e-15 1.30086123e-15)	(3.89500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00034         	T               	2.85410298e+02	(4.24700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761389e+02	(5.10500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000341429     	p               	1.00000000e+05	(9.62700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.66900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000341429     	U               	(-1.17298656e-12 -6.07976397e-28 -1.21595279e-27)	(5.65000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.28642620e+01 1.29277241e-15 1.29277241e-15)	(3.89500000e-01 1.00000000e-01 1.00000000e-01)	1
0.000341429     	T               	2.85410277e+02	(4.24500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761343e+02	(5.10700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000342857     	p               	1.00000000e+05	(9.63700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.65700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000342857     	U               	(-1.10913219e-12 -3.03988198e-28 -3.03988198e-28)	(5.93000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.33078050e+01 1.28189071e-15 1.28189071e-15)	(3.89500000e-01 1.00000000e-01 1.00000000e-01)	1
0.000342857     	T               	2.85410256e+02	(4.23500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761334e+02	(5.10700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000344286     	p               	1.00000000e+05	(9.63500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.65700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000344286     	U               	(-1.44219245e-12 -1.82392919e-27 -9.11964595e-28)	(1.56300000e-01 1.00000000e-01 1.00000000e-01)	0	(1.37460483e+01 1.26827212e-15 1.26827212e-15)	(3.89500000e-01 1.00000000e-01 1.00000000e-01)	1
0.000344286     	T               	2.85410232e+02	(4.23300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761309e+02	(5.10700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000345714     	p               	1.00000000e+05	(9.63900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.62900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000345714     	U               	(-1.10122979e-12 -3.03988198e-28 -3.03988198e-28)	(5.79000000e-02 1.00000000e-01 1.00000000e-01)	0	(4.20692278e+00 1.29216653e-15 1.29216653e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000345714     	T               	2.85410214e+02	(4.23300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761262e+02	(5.10700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000347143     	p               	1.00000000e+05	(9.62300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.62900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000347143     	U               	(-7.83799316e-13 -1.06395869e-27 -1.06395869e-27)	(2.58500000e-01 1.00000000e-01 1.00000000e-01)	1	(4.52570323e+00 1.34484798e-15 1.34484798e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000347143     	T               	2.85410194e+02	(4.22100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761189e+02	(5.10700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000348571     	p               	1.00000000e+05	(9.62500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.60900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000348571     	U               	(-1.02949672e-12 -1.51994099e-27 -1.51994099e-27)	(2.57900000e-01 1.00000000e-01 1.00000000e-01)	1	(4.85624176e+00 1.39583933e-15 1.39583933e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000348571     	T               	2.85410171e+02	(4.21900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761116e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.00035         	p               	1.00000000e+05	(9.63300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.60500000e-01 1.00000000e-01 1.00000000e-01)	1
0.00035         	U               	(-5.07948964e-13 -6.58641097e-28 -1.31728219e-27)	(1.90000000e-03 1.00000000e-01 1.00000000e-01)	0	(5.19804732e+00 1.44490831e-15 1.44490831e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00035         	T               	2.85410150e+02	(4.21900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761105e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000351429     	p               	1.00000000e+05	(9.26900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.61100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000351429     	U               	(-1.17552777e-12 -4.55982298e-28 -4.55982298e-28)	(2.57900000e-01 1.00000000e-01 1.00000000e-01)	1	(5.55057811e+00 1.49183728e-15 1.49183728e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000351429     	T               	2.85410133e+02	(4.21700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761085e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000352857     	p               	1.00000000e+05	(9.26700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.61900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000352857     	U               	(-1.01527001e-12 -9.72762235e-28 -9.72762235e-28)	(8.18300000e-01 1.00000000e-01 1.00000000e-01)	3	(5.91324567e+00 1.53642414e-15 1.53642414e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000352857     	T               	2.85410115e+02	(4.20500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00761052e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000354286     	p               	1.00000000e+05	(9.26700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.91100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000354286     	U               	(-1.39007699e-12 -1.97592329e-27 -1.97592329e-27)	(2.60500000e-01 1.00000000e-01 1.00000000e-01)	1	(6.28541914e+00 1.57848284e-15 1.57848284e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000354286     	T               	2.85410094e+02	(4.20500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760997e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000355714     	p               	1.00000000e+05	(9.26300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.90300000e-01 1.00000000e-01 1.00000000e-01)	1
0.000355714     	U               	(-9.23581966e-13 -7.09305796e-28 -7.09305796e-28)	(2.55900000e-01 1.00000000e-01 1.00000000e-01)	1	(6.66642954e+00 1.61784374e-15 1.61784374e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000355714     	T               	2.85410077e+02	(4.20500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760915e+02	(5.10900000e-01 1.00000000e-01 1.00000000e-01)	2
0.000357143     	p               	1.00000000e+05	(9.26300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.89500000e-01 1.00000000e-01 1.00000000e-01)	1
0.000357143     	U               	(-4.71000225e-13 0.00000000e+00 -1.21595279e-27)	(1.50000000e-03 1.00000000e-01 1.00000000e-01)	0	(7.05557404e+00 1.65435366e-15 1.65435366e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000357143     	T               	2.85410056e+02	(4.19300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760901e+02	(5.11100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000358571     	p               	1.00000000e+05	(9.27900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.56100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000358571     	U               	(-1.16829689e-12 -6.07976397e-28 -6.07976397e-28)	(1.61900000e-01 1.00000000e-01 1.00000000e-01)	0	(7.45212018e+00 1.68787584e-15 1.68787584e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000358571     	T               	2.85410037e+02	(4.19100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760882e+02	(5.11100000e-01 1.00000000e-01 1.00000000e-01)	2
0.00036         	p               	1.00000000e+05	(9.28100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.74900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00036         	U               	(-1.67940558e-12 -7.09305796e-28 -7.09305796e-28)	(1.61900000e-01 1.00000000e-01 1.00000000e-01)	0	(7.85531007e+00 1.71828962e-15 1.71828962e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00036         	T               	2.85410019e+02	(4.19100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760854e+02	(5.11100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000361429     	p               	1.00000000e+05	(9.28500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.57500000e-01 1.00000000e-01 1.00000000e-01)	1
0.000361429     	U               	(-7.42754695e-13 -6.58641097e-28 -1.31728219e-27)	(5.47000000e-02 1.00000000e-01 1.00000000e-01)	0	(8.26436435e+00 1.74549014e-15 1.74549014e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000361429     	T               	2.85410002e+02	(4.18900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760811e+02	(5.11100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000362857     	p               	1.00000000e+05	(9.28900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.56900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000362857     	U               	(-8.84490953e-13 -1.11462339e-27 -1.11462339e-27)	(2.51900000e-01 1.00000000e-01 1.00000000e-01)	1	(8.67848614e+00 1.76938784e-15 1.76938784e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000362857     	T               	2.85409984e+02	(4.17900000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760747e+02	(5.11100000e-01 1.00000000e-01 1.00000000e-01)	2
0.000364286     	p               	1.00000000e+05	(9.31900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.57700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000364286     	U               	(-1.16252986e-12 -7.59970496e-28 -7.59970496e-28)	(2.52300000e-01 1.00000000e-01 1.00000000e-01)	1	(9.09686471e+00 1.78990798e-15 1.78990798e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000364286     	T               	2.85409965e+02	(4.17700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760712e+02	(5.11300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000365714     	p               	1.00000000e+05	(8.67500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.54100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000365714     	U               	(-7.41172972e-13 -8.10635196e-28 -4.05317598e-28)	(1.33100000e-01 1.00000000e-01 1.00000000e-01)	0	(9.51867909e+00 1.80699014e-15 1.80699014e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000365714     	T               	2.85409948e+02	(4.17700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760700e+02	(5.11300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000367143     	p               	1.00000000e+05	(8.67900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.54700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000367143     	U               	(-1.03323508e-12 -8.10635196e-28 -4.05317598e-28)	(1.33100000e-01 1.00000000e-01 1.00000000e-01)	0	(9.94310146e+00 1.82058765e-15 1.82058765e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000367143     	T               	2.85409932e+02	(4.16500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760674e+02	(5.11300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000368571     	p               	1.00000000e+05	(8.65700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.55300000e-01 1.00000000e-01 1.00000000e-01)	1
0.000368571     	U               	(-9.57549717e-13 -7.29571676e-28 -7.29571676e-28)	(9.30300000e-01 1.00000000e-01 1.00000000e-01)	3	(1.03693004e+01 1.83066712e-15 1.83066712e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000368571     	T               	2.85409916e+02	(4.16500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760633e+02	(5.11300000e-01 1.00000000e-01 1.00000000e-01)	2
0.00037         	p               	1.00000000e+05	(9.33700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.56100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00037         	U               	(-8.60012549e-13 -1.01329399e-27 -1.01329399e-27)	(2.56700000e-01 1.00000000e-01 1.00000000e-01)	1	(1.07964438e+01 1.83720796e-15 1.83720796e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00037         	T               	2.85409897e+02	(4.14700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760576e+02	(5.11300000e-01 1.00000000e-01 1.00000000e-01)	2
0.000371429     	p               	1.00000000e+05	(8.69500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.53900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000371429     	U               	(-1.14004530e-12 -6.07976397e-28 -6.07976397e-28)	(2.51900000e-01 1.00000000e-01 1.00000000e-01)	1	(1.12237023e+01 1.84020203e-15 1.84020203e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000371429     	T               	2.85409881e+02	(4.14500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760519e+02	(5.11500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000372857     	p               	1.00000000e+05	(9.33100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.54100000e-01 1.00000000e-01 1.00000000e-01)	1
0.000372857     	U               	(-6.58763116e-13 -8.51166956e-28 -8.51166956e-28)	(8.86100000e-01 1.00000000e-01 1.00000000e-01)	3	(1.16502515e+01 1.83965337e-15 1.83965337e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000372857     	T               	2.85409865e+02	(4.14300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760517e+02	(5.11500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000374286     	p               	1.00000000e+05	(9.34100000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.54300000e-01 1.00000000e-01 1.00000000e-01)	1
0.000374286     	U               	(-8.21560470e-13 -8.10635196e-28 -4.05317598e-28)	(1.56300000e-01 1.00000000e-01 1.00000000e-01)	0	(1.20752753e+01 1.83555147e-15 1.83555147e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000374286     	T               	2.85409847e+02	(4.16100000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760501e+02	(5.11500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000375714     	p               	1.00000000e+05	(9.34300000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.51900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000375714     	U               	(-1.36616945e-12 -7.29571676e-28 -7.29571676e-28)	(9.34500000e-01 1.00000000e-01 1.00000000e-01)	3	(1.24979661e+01 1.82783775e-15 1.82783775e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000375714     	T               	2.85409826e+02	(4.16700000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760466e+02	(5.11500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000377143     	p               	1.00000000e+05	(9.37900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.52500000e-01 1.00000000e-01 1.00000000e-01)	1
0.000377143     	U               	(-1.44241672e-12 -7.59970496e-28 -7.59970496e-28)	(1.29000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.29175305e+01 1.81664434e-15 1.81664434e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000377143     	T               	2.85409807e+02	(4.16500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760413e+02	(5.11500000e-01 1.00000000e-01 1.00000000e-01)	2
0.000378571     	p               	1.00000000e+05	(9.38500000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.52700000e-01 1.00000000e-01 1.00000000e-01)	1
0.000378571     	U               	(-6.65527635e-13 -4.05317598e-28 -8.10635196e-28)	(4.53000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.33331918e+01 1.80203285e-15 1.80203285e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000378571     	T               	2.85409787e+02	(4.16500000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760341e+02	(5.11500000e-01 1.00000000e-01 1.00000000e-01)	2
0.00038         	p               	1.00000000e+05	(9.40700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.54100000e-01 1.00000000e-01 1.00000000e-01)	1
0.00038         	U               	(-1.00994835e-12 -1.21595279e-27 -6.07976397e-28)	(7.70000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.37441919e+01 1.78406619e-15 1.78406619e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.00038         	T               	2.85409770e+02	(4.16300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760328e+02	(5.11700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000381429     	p               	1.00000000e+05	(9.40900000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(2.53500000e-01 1.00000000e-01 1.00000000e-01)	1
0.000381429     	U               	(-1.28615962e-12 -4.55982298e-28 -9.11964595e-28)	(4.53000000e-02 1.00000000e-01 1.00000000e-01)	0	(1.41497934e+01 1.76281925e-15 1.76281925e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
0.000381429     	T               	2.85409754e+02	(4.16300000e-01 1.00000000e-01 1.00000000e-01)	1	3.00760318e+02	(5.11700000e-01 1.00000000e-01 1.00000000e-01)	2
0.000382857     	p               	1.00000000e+05	(9.41700000e-01 1.00000000e-01 1.00000000e-01)	3	1.20000000e+05	(1.55500000e-01 1.00000000e-01 1.00000000e-01)	0
0.000382857     	U               	(-6.72886150e-13 -2.53323499e-28 -5.06646997e-28)	(3.90000000e-03 1.00000000e-01 1.00000000e-01)	0	(1.45492822e+01 1.73837887e-15 1.73837887e-15)	(3.77900000e-01 1.00000000e-01 1.00000000e-01)	1
